year;month;day;hour;NO2;NOx;O3;NO
2016;3;2;19;23.8361886616103;29.7495655936708;71.8787996927897;3.8566846413595
2016;3;2;20;25.3836979618166;31.5001933195725;72.3695006052653;3.98915779870375
2016;3;2;21;26.7959385054495;32.7231142965744;-999;3.86568421105269
2016;3;2;22;32.8504619567595;39.4404965586562;70.2156668345133;4.29799850866382
2016;3;2;23;-999;-999;77.7137329101562;-999
2016;3;3;0;25.2998404162777;31.768336146711;77.4763003031412;4.21873126352003
2016;3;3;1;19.9078879845472;25.8422668171435;72.9222333272298;3.87038201058974
2016;3;3;2;24.8210062215197;31.5890492029507;57.0562667210896;4.41409497795211
2016;3;3;3;25.8371455476883;33.5915577669206;49.1978665669759;5.05740169319174
2016;3;3;4;26.5172392522254;34.4574344341741;46.2344668070475;5.17856871960776
2016;3;3;5;24.4138145766079;31.8142843225494;45.6221665700276;4.82656159685624
2016;3;3;6;30.4663143159069;38.9952148826919;41.380366675059;5.56252040103602
2016;3;3;7;29.6750529971171;37.5314078693729;42.5997001012166;5.12388835026307
2016;3;3;8;23.3885402289096;29.7511453766162;58.81259988149;4.14966977991115
2016;3;3;9;15.247811427757;20.6786992704162;75.8777665456136;3.54200687227828
2016;3;3;10;15.0007153880683;20.3030852651593;75.6986667633056;3.45818788532031
2016;3;3;11;14.6439540101354;19.7290253787881;75.9083002726236;3.31646652547591
2016;3;3;12;15.1486448477293;20.5397002451678;74.6101666768392;3.51602828483566
2016;3;3;13;17.4934487080099;22.7925053302851;72.4808996836344;3.45602699161983
2016;3;3;14;20.3077017995556;25.8971596496352;69.4814001719157;3.64542570033959
2016;3;3;15;23.8250612475442;29.4456212566511;67.3481665929158;3.66571042434958
2016;3;3;16;23.8454089775205;29.4192527555438;67.8774667104085;3.63524225480914
2016;3;3;17;21.1224721670125;26.5509086331565;68.4536666870117;3.54040809272053
2016;3;3;18;20.1121656011308;25.7384943578009;67.8318333943684;3.66947278220067
2016;3;3;19;21.2762217952298;26.646534050055;64.7174998601277;3.50249967665639
2016;3;3;20;20.4519329588286;25.9030912438807;67.5915997823079;3.55522718695607
2016;3;3;21;21.0607523365028;26.6717859754246;63.288833618164;3.6594973576023
2016;3;3;22;22.3692498167395;28.0204038907576;-999;3.68566377107775
2016;3;3;23;20.0555317651058;25.7166285311326;69.8929002126058;3.69214836152477
2016;3;4;0;-999;-999;59.8936667760213;-999
2016;3;4;1;21.8090533579208;27.9440399095517;59.0413998285929;4.00121769345381
2016;3;4;2;21.5235450513698;27.7217234961101;60.36626663208;4.04243123461886
2016;3;4;3;23.9274523003424;30.1512837033356;60.4384997049967;4.05916200812373
2016;3;4;4;22.662670803822;28.9605606429336;61.6422334035237;4.10746267226581
2016;3;4;5;25.0298444071194;31.5346447838602;58.26586672465;4.24240903231998
2016;3;4;6;25.1894572691395;31.19168875915;64.8692333857218;3.91463528663347
2016;3;4;7;26.3509370708994;32.3163309824125;66.7140003204345;3.89060994124311
2016;3;4;8;46.2097356458479;53.5482963886416;53.6128002166748;4.78618475223
2016;3;4;9;29.4715557297686;35.8914326308275;67.8202334721883;4.18702222574293
2016;3;4;10;15.6686671995269;21.1427735988145;72.6383661905924;3.57019387024665
2016;3;4;11;17.2025711372966;23.1363863648364;72.5041998545328;3.87001442925846
2016;3;4;12;18.4731750744279;24.3701527286046;72.4160995483398;3.84598908721668
2016;3;4;13;19.0989460969638;25.0959535136606;74.0213333129882;3.91122816350464
2016;3;4;14;18.6129253034403;24.8059448743803;76.0131333669026;4.03906663439445
2016;3;4;15;16.6531187343163;22.738269938621;79.8453336079915;3.9687152467406
2016;3;4;16;17.82741422084;23.622547186797;81.6451005299886;3.77956632246258
2016;3;4;17;23.4290213853725;29.470898242948;80.1438336690266;3.94049186265519
2016;3;4;18;39.7620488255545;47.9287634344331;61.8897669474283;5.32630393162736
2016;3;4;19;78.5976488244543;93.5009769589707;27.7744667689005;9.71990072371437
2016;3;4;20;67.565064654459;82.8392574342625;35.8694667816162;9.96177740398277
2016;3;4;21;44.8747385562178;55.2245119256941;49.4205670038859;6.75008754797959
2016;3;4;22;39.2109341977147;47.6034571661838;57.6343997319539;5.47357538790841
2016;3;4;23;30.8783486388611;37.3703120523567;-999;4.23403680786038
2016;3;5;0;26.1819972277461;32.084363877438;57.4626000722249;3.84950377205325
2016;3;5;1;-999;-999;61.9858000437418;-999
2016;3;5;2;25.1836454690227;31.1274393713268;56.5195666631062;3.87652248753829
2016;3;5;3;24.7352376595791;30.668961987061;57.3793001174926;3.86995514454497
2016;3;5;4;25.9606447190597;31.7153105432733;50.6177332560221;3.75317378807238
2016;3;5;5;24.2605506105753;29.679501393284;51.7827332814534;3.5342215617352
2016;3;5;6;23.0616798171675;28.6574908926827;54.4131333669026;3.64956925270266
2016;3;5;7;22.117138782698;27.748991354381;54.805133374532;3.6730753958623
2016;3;5;8;21.0142972984342;27.1995466974031;58.320133336385;4.03399895424388
2016;3;5;9;16.968849991731;22.7161560827478;68.6776669184366;3.74837379471645
2016;3;5;10;15.1444063705065;20.9546494222667;74.7344332377115;3.78942106984568
2016;3;5;11;13.8334723863404;19.4414898684341;78.4829663594563;3.65753023021489
2016;3;5;12;11.8307378836033;17.2935711247947;84.8212333679199;3.56284155427071
2016;3;5;13;10.3019957296198;15.4418287304702;89.4784998575846;3.35218187869275
2016;3;5;14;10.9358591163835;16.0312702767029;90.4294665018717;3.32321010299076
2016;3;5;15;11.537895313649;16.4010625001236;92.3167668660481;3.1717413606348
2016;3;5;16;10.6789132194477;15.3991587030867;95.4179326375325;3.07852830444449
2016;3;5;17;11.2746446214204;16.1815015950126;92.455733235677;3.20023569355099
2016;3;5;18;13.6856681378928;18.5623795418305;90.6446005503336;3.18057485392794
2016;3;5;19;17.535947887653;22.4367507831583;90.6161665598551;3.1962872440874
2016;3;5;20;15.8587306167382;20.9833015415018;92.950866317749;3.3422280037553
2016;3;5;21;16.4015143995041;21.3831317530686;92.9416666666666;3.24899416312497
2016;3;5;22;13.8828396487005;18.7980471623739;88.8157663981119;3.20568188784029
2016;3;5;23;13.5074435788993;18.5963247189618;90.5189998626709;3.31895124563701
2016;3;6;0;20.2239039128562;26.025419611801;-999;3.78372911955238
2016;3;6;1;21.4324438723919;27.716580535283;82.2498001098632;4.09849289677051
2016;3;6;2;-999;-999;79.4888332366943;-999
2016;3;6;3;18.9825517658038;24.9113119520232;79.7708335876464;3.86671754822997
2016;3;6;4;18.4566522263026;24.5191252361006;85.3810339609781;3.9539246041936
2016;3;6;5;17.7145092355701;23.6858120042972;87.5160668690999;3.89446367813949
2016;3;6;6;12.2038774293345;17.4116551602129;90.1386333465576;3.39649520418696
2016;3;6;7;14.4008512070003;19.7745589623458;86.2159998575846;3.50471421073003
2016;3;6;8;14.7561655815984;20.2595072298445;82.8230331420898;3.58926100175881
2016;3;6;9;14.4359636590767;20.2717068071351;81.6187334696451;3.80605214729537
2016;3;6;10;12.9381034219469;18.4621271254888;85.0816336313883;3.6027497689941
2016;3;6;11;15.4831150417276;21.3002167781722;84.982666905721;3.79389428103892
2016;3;6;12;15.106176550967;20.7034304427885;87.4524998982747;3.65051025266812
2016;3;6;13;14.9480682198239;20.633497475398;87.4500330607096;3.70801792975989
2016;3;6;14;18.0745478685678;24.109331683873;82.6661332448323;3.93586580422885
2016;3;6;15;19.9908491128579;26.6589832240917;85.0083997090657;4.34893474723256
2016;3;6;16;20.8734795063539;27.2494603078014;79.2763332366943;4.15839333650893
2016;3;6;17;26.4858818025746;34.1607800849615;76.736266708374;5.00554296973663
2016;3;6;18;27.8213431721291;35.1755674931833;74.5303001403808;4.79640048554115
2016;3;6;19;33.3240465813286;42.272050676982;63.0819003423055;5.835858319707
2016;3;6;20;36.7194954014116;47.038849918729;54.0433998743693;6.73024847442193
2016;3;6;21;36.6976442252679;46.7183765136894;54.1246998469034;6.53548805630841
2016;3;6;22;31.8879472114306;40.2262153777285;56.2866998672485;5.43819058753842
2016;3;6;23;27.8205794163291;34.9132754617189;55.2299667358398;4.62583261956125
2016;3;7;0;27.9997294436732;35.9259303328512;46.7196333567301;5.16944168870553
2016;3;7;1;22.8368949928564;29.8413847144831;-999;4.56830475045427
2016;3;7;2;15.9299234124631;21.8876571469622;66.3858336130777;3.88561399943535
2016;3;7;3;-999;-999;67.0069995244344;-999
2016;3;7;4;16.5402458360763;22.7880943071419;67.7922667185465;4.07482585952866
2016;3;7;5;16.9498114993616;22.9016189288071;66.7586334864298;3.88174888311638
2016;3;7;6;19.7216386677429;25.7932650536333;63.8770334243774;3.95989440544209
2016;3;7;7;21.4401830688166;27.4149669509365;62.6804996490478;3.89673404864199
2016;3;7;8;25.1528716989557;31.2192088060832;57.6845002492268;3.95644475553765
2016;3;7;9;36.4802497288277;44.120099401534;43.0175997416178;4.98268438382051
2016;3;7;10;48.4203513844634;58.1462889499374;36.4942330360412;6.34322392476258
2016;3;7;11;45.4121658835686;55.0503748135217;45.4302332560221;6.28600760232819
2016;3;7;12;36.9853826289564;44.7867653116275;52.9013000488281;5.08803567222325
2016;3;7;13;34.8523210064797;42.3541254402733;55.2584669748942;4.89265174107773
2016;3;7;14;28.1411887309314;34.8964212030885;62.0412334442138;4.40574000668405
2016;3;7;15;26.8602345092578;33.9366195354549;60.4019001642862;4.6151946274413
2016;3;7;16;33.8882004117932;41.2402005399206;53.9063999176025;4.79494987435926
2016;3;7;17;27.1566942241696;33.6684981175511;66.1183329900105;4.24697670243029
2016;3;7;18;24.383648369774;30.4439018801925;65.455966758728;3.95247705412755
2016;3;7;19;25.3879383345348;31.4901286742633;62.0877999623616;3.97982811382921
2016;3;7;20;26.1693610107276;32.6178785776635;62.7174664815266;4.20570157215953
2016;3;7;21;26.9409428546693;33.6963367199343;61.6493333180745;4.40584526672876
2016;3;7;22;31.1580143244548;38.3785662130779;55.7925333658854;4.70921977254869
2016;3;7;23;29.9223301084989;37.3020244313981;54.9139334360758;4.81301193548914
2016;3;8;0;28.1112001034024;35.2180204545222;55.1302664438883;4.63504444448036
2016;3;8;1;23.3349881796578;29.9972050890533;58.2713668187459;4.3450755680001
2016;3;8;2;21.1971529143216;27.7326682404616;-999;4.26244121950658
2016;3;8;3;22.4526585421825;29.4218795024921;54.2297665913899;4.54530258237767
2016;3;8;4;-999;-999;47.4871667861938;-999
2016;3;8;5;27.412098419754;35.1422322301154;44.141633160909;5.04156739619283
2016;3;8;6;50.9656739004006;62.7787565231721;16.7836000521977;7.70445294487241
2016;3;8;7;61.3341057512835;78.2749814508373;13.7172666231791;11.0487824253889
2016;3;8;8;62.7015767995557;83.5745445942271;17.9778665860493;13.61327972801
2016;3;8;9;53.2225991632439;70.6409019089314;32.936399936676;11.3601587467952
2016;3;8;10;44.9214556800271;58.4492529600768;46.5039998372395;8.82278410471861
2016;3;8;11;34.2999965283053;43.493130762866;57.8673666636149;5.99573137578309
2016;3;8;12;29.1091267552407;37.2249448831769;68.6314999262491;5.29310941712156
2016;3;8;13;28.3562527414985;35.978105977823;74.2911998748779;4.97094716825138
2016;3;8;14;28.5066318974859;35.7713875532711;77.4361999511718;4.73804932152933
2016;3;8;15;26.7861431204117;33.2786104032817;81.4908332824707;4.23436542977975
2016;3;8;16;25.9567443292135;32.2764627042699;81.8439331054687;4.12169917034275
2016;3;8;17;24.6139623384023;30.4804095443404;79.687000020345;3.8260772310695
2016;3;8;18;27.2934235142019;33.3364123516885;71.5857329050699;3.94121709223106
2016;3;8;19;30.8760070030186;37.6417958615176;65.6027001063028;4.41262484652109
2016;3;8;20;35.5745676271316;43.1967734436556;57.0173000335693;4.97117711987731
2016;3;8;21;33.5997086375559;40.626677275759;57.2528000513712;4.58296542460216
2016;3;8;22;27.9399123931234;34.7394808076351;57.1455334345499;4.43465575988291
2016;3;8;23;26.5492118442765;33.5338302781388;54.9753000259399;4.55534476308901
2016;3;9;0;23.8255580253722;30.3293406281316;53.7296333312988;4.24174524353602
2016;3;9;1;23.6075815623632;30.1359655155461;48.1039667765299;4.25779016193463
2016;3;9;2;25.0421901668804;32.1170877549167;44.1416997909545;4.61422452525168
2016;3;9;3;24.8566208158114;31.7762642963493;-999;4.51296831602032
2016;3;9;4;24.1611267997643;30.9250381713605;49.7533665974934;4.41140035584748
2016;3;9;5;-999;-999;53.6659332911173;-999
2016;3;9;6;25.7634654496567;32.5211634136943;47.9837333043416;4.40734799223582
2016;3;9;7;28.1326607466716;35.3635790071009;48.5636998494466;4.71598068554149
2016;3;9;8;27.1487059285572;34.3081794156193;51.8023665746053;4.66938464349708
2016;3;9;9;26.2552678014542;33.2323686425866;58.1082999547322;4.55044181427416
2016;3;9;10;21.2612247200265;27.7738691900292;64.410466893514;4.24752492368903
2016;3;9;11;18.3414257089073;24.3084812726041;68.6722666422526;3.89169366523532
2016;3;9;12;19.1373348371593;25.3935806956926;70.6443331400553;4.08030260752673
2016;3;9;13;21.419612496087;28.4150059864442;72.5819338480631;4.56237221886791
2016;3;9;14;24.4196505521435;31.4012141853191;78.650600306193;4.55335243230644
2016;3;9;15;28.714809669827;35.8470392124089;81.0245337168375;4.65161623410024
2016;3;9;16;32.79509669974;40.3114473328938;81.0562665303548;4.90213872361028
2016;3;9;17;35.8544921206596;43.5325982420073;70.6023003896077;5.00763511156935
2016;3;9;18;42.9278850276235;50.7028661167021;59.1080664952596;5.07081664125576
2016;3;9;19;61.4315514424189;71.9785185648465;38.4178333600362;6.87869665359169
2016;3;9;20;57.9983598585185;69.5375915464586;37.8970000267028;7.52584828183119
2016;3;9;21;60.0432440892518;74.3900568899868;34.1760332425435;9.35694328583499
2016;3;9;22;55.6729912226881;69.7180906669886;32.7029331525166;9.16016684468761
2016;3;9;23;49.0616940707836;61.7439520777094;35.3839332580566;8.27132622104417
2016;3;10;0;40.5995867308041;51.1081878487014;38.0854666392008;6.85367447385873
2016;3;10;1;37.2655629666211;47.8530662405185;33.3631000518798;6.90513419589441
2016;3;10;2;34.1279253389376;44.5337251696861;32.3725333531697;6.78662781848507
2016;3;10;3;33.0203907184606;43.340565094208;33.3698665301005;6.73078318334571
2016;3;10;4;33.6228284561236;43.0736486116365;-999;6.16379327088105
2016;3;10;5;35.2320699070765;45.0304600850739;33.3983333905537;6.39047727613114
2016;3;10;6;-999;-999;16.7641332785288;-999
2016;3;10;7;70.8492345917677;96.8599193540649;9.88053331375122;16.9640815369166
2016;3;10;8;70.0298872825468;102.673236804095;15.9990000406901;21.289883291512
2016;3;10;9;60.7089669677;84.7939815984983;39.2602334976196;15.7081659229108
2016;3;10;10;35.4994451260825;45.0545348005877;65.9950332641601;6.23179750214854
2016;3;10;11;27.4463968547671;34.4156024025901;75.8054336547851;4.54529253040546
2016;3;10;12;21.1841344028588;27.4329623845541;87.6251998901367;4.07546469308268
2016;3;10;13;17.6145988658817;23.193653540889;93.7529997507731;3.63864078437981
2016;3;10;14;17.8745399712567;23.7477561386805;93.5339641571044;3.83049192509286
2016;3;10;15;8.17295912359811;13.1276507850802;82.5371994018554;3.23143331687667
2016;3;10;16;10.8427832838485;15.8759309785491;87.8080334981282;3.28260207912744
2016;3;10;17;12.5654847936989;17.4176938401229;90.7761000315348;3.16459449837384
2016;3;10;18;12.785094764882;17.4446382432956;91.387066523234;3.03893865982311
2016;3;10;19;15.0855857972422;19.8093090346146;86.5702668507894;3.08079648378835
2016;3;10;20;13.5945171020965;18.3126002331969;85.2396667480468;3.07711802535678
2016;3;10;21;14.9128285563038;19.48744824714;75.2823328653971;2.98355164982883
2016;3;10;22;15.2557446216346;19.7578042065668;68.3960661570231;2.93622819163727
2016;3;10;23;15.6957915772409;20.5640313265021;61.3708000818888;3.17504966910502
2016;3;11;0;15.2409343946928;19.922340167996;48.5662664413452;3.05319717537091
2016;3;11;1;14.3504914650879;19.1567192637177;45.2182666142781;3.13460568247453
2016;3;11;2;13.2990532119639;18.0470927747211;47.7622666676839;3.0966555098108
2016;3;11;3;8.58118224746344;13.24047343191;52.7150334676106;3.03877411454231
2016;3;11;4;12.0356903561282;16.7289198383862;52.544500096639;3.06090855877396
2016;3;11;5;8.27144977605711;12.91056995502;-999;3.02561865228387
2016;3;11;6;25.246926116472;29.9971656494448;43.1957664807637;3.09809032302146
2016;3;11;7;-999;-999;46.6245999018351;-999
2016;3;11;8;17.9573720648542;23.0419572574667;43.7064331054687;3.31614944308985
2016;3;11;9;20.1378764370547;25.5342135205449;42.7082665125528;3.51947298279932
2016;3;11;10;17.3738070567328;22.5334707046836;43.7328334172566;3.36511536035285
2016;3;11;11;19.6307328527456;25.3946525286025;42.8742667516072;3.75920911913889
2016;3;11;12;22.9535776678357;29.3426260355136;39.9894334157307;4.16691595946358
2016;3;11;13;26.1836627152088;33.0952609782827;39.0209334055582;4.50772125211981
2016;3;11;14;26.4843204047458;33.9175125741882;40.2327666600545;4.84790305193234
2016;3;11;15;22.4356836575805;29.0173669163364;43.8441998163859;4.29255179062168
2016;3;11;16;18.1966389297525;23.727519142509;46.7072667439778;3.60722156135323
2016;3;11;17;22.4869865661336;27.6367417389641;43.6910668055216;3.35865308604579
2016;3;11;18;24.0447681063319;29.0596319748237;41.4330997467041;3.27067742887514
2016;3;11;19;67.9463799868248;78.2853356649822;20.8719333291053;6.74303228591125
2016;3;11;20;32.6708548651036;37.6407873190969;34.236433092753;3.24137331073728
2016;3;11;21;33.4045712894014;38.5463291006775;31.8136333783467;3.35343723360945
2016;3;11;22;46.508832695888;53.479386939289;25.4446334997812;4.54617214514699
2016;3;11;23;14.3454783107094;19.0265721758721;40.3100666681925;3.05299374992572
2016;3;12;0;15.8727883632695;20.6753263902779;39.1222332000732;3.13219922577375
2016;3;12;1;17.3014526098672;22.04338053296;36.855533281962;3.09266951887904
2016;3;12;2;15.8580808789564;20.6008376317735;35.1336005528767;3.09321007885091
2016;3;12;3;16.1044702560881;20.90379063257;34.852466615041;3.13010068487075
2016;3;12;4;13.0723538163909;17.7379300872976;35.7361000061035;3.04287322689365
2016;3;12;5;15.4034995398922;20.1247790348271;34.1565001487731;3.07920268315056
2016;3;12;6;16.3626661187093;21.0166116442154;-999;3.03528769367477
2016;3;12;7;16.554145894992;21.2850178477677;32.1361333211263;3.08545885204566
2016;3;12;8;-999;-999;29.6655999183654;-999
2016;3;12;9;22.9899757693565;29.2644377776369;24.7089000701904;4.09218311941722
2016;3;12;10;20.1362228746348;26.6717369083426;25.9796001434326;4.26244037658665
2016;3;12;11;17.5165773231188;24.4429044616725;28.0261333783467;4.51732737540614
2016;3;12;12;16.1763378911829;23.5450065098485;32.8606999397277;4.80582100809419
2016;3;12;13;15.0781553584508;22.4609093451665;38.5964001337687;4.81500743798871
2016;3;12;14;16.8936938339531;23.3329398524532;37.134700012207;4.19965469930419
2016;3;12;15;16.6899615870248;23.1527254957818;37.7208667119344;4.21499298860874
2016;3;12;16;16.5475027794965;22.4277443113935;41.927499961853;3.83507384428636
2016;3;12;17;17.586333771531;23.0135909328134;40.8585666656494;3.53963895403726
2016;3;12;18;17.4227291591121;22.3852431443803;39.7047000885009;3.23653501026646
2016;3;12;19;20.2487413097028;25.0121526616428;35.8807334264119;3.10668093926208
2016;3;12;20;19.9154164608502;24.8303541042635;34.7697001139322;3.20550587936007
2016;3;12;21;17.2466419073911;22.0993442402714;36.7824668248494;3.16491621814944
2016;3;12;22;15.4936810101785;20.3834127048087;37.9313998540242;3.18906664393507
2016;3;12;23;15.2923182147018;20.1517131397944;36.0652667363484;3.16928110438836
2016;3;13;0;17.3177668221991;22.300390443238;29.0048334121704;3.24965044740353
2016;3;13;1;18.7573969294184;23.6690537743194;21.7810666720072;3.20336615355205
2016;3;13;2;19.1800258513484;24.1011155229323;18.8278332710266;3.20951821154031
2016;3;13;3;18.1034830554202;23.0813594232483;19.3688667297363;3.24655430474982
2016;3;13;4;17.5577324627228;22.3380995217654;19.6486998875935;3.11773939467887
2016;3;13;5;17.143920203474;21.80163275959;20.2363000551859;3.03774453842926
2016;3;13;6;18.7829185836431;23.6893507692788;19.0128000259399;3.19995864826764
2016;3;13;7;18.2782845949135;23.5191896045967;-999;3.4181007045371
2016;3;13;8;17.2655642224211;22.9330048556907;21.6053332964579;3.69628581050584
2016;3;13;9;-999;-999;24.3655666351318;-999
2016;3;13;10;17.5832497464368;24.5972488254706;24.5638999621073;4.5745067215246
2016;3;13;11;16.2280237073804;23.9501960217082;30.3124999046325;5.03637493512904
2016;3;13;12;13.7854965249094;20.2728358031384;39.8523331960042;4.23102096231775
2016;3;13;13;12.1863305456327;17.8166161163916;46.2071998596191;3.67205340310481
2016;3;13;14;15.0255985165509;20.9932886458835;42.8861000061035;3.89210752681889
2016;3;13;15;13.4738444254312;19.8167011212781;45.6525000890096;4.13678990571185
2016;3;13;16;13.6983470925559;19.4036158120732;49.8004667282104;3.72095716173541
2016;3;13;17;15.2844878637472;20.223491012494;53.1273332595825;3.22120132138457
2016;3;13;18;20.4903019401991;25.806861646266;45.0922667821248;3.46744244428105
2016;3;13;19;18.9983841324684;24.0281122637558;37.9802665074666;3.28037185131561
2016;3;13;20;22.6644384581769;27.9454992863461;31.9443667093912;3.44429019494088
2016;3;13;21;22.3384928368711;27.6518348920256;30.2030666987101;3.46534390312642
2016;3;13;22;20.2282684002058;25.5261554180934;29.5160999615987;3.45526417955327
2016;3;13;23;18.8886417323009;23.9419523758952;31.8530333836873;3.2957522869048
2016;3;14;0;12.2929895054347;17.0749557773519;40.1760333379109;3.11878239596276
2016;3;14;1;9.71814460187271;14.5104041012965;45.8758333841959;3.12549560448819
2016;3;14;2;7.88665581828459;12.6804133434171;49.3399997711181;3.12647261184111
2016;3;14;3;7.23812980682264;11.8784177643744;50.0042331695556;3.02638027357066
2016;3;14;4;7.31560117086096;12.2089107482205;51.8415335337321;3.19140012707499
2016;3;14;5;8.68265968078926;13.4254951548174;52.0302998224894;3.09326142056121
2016;3;14;6;11.3362124261917;16.5342316690768;51.3537001927693;3.39013075098206
2016;3;14;7;10.5097753967075;15.4317339888421;54.0347331364949;3.21008491861495
2016;3;14;8;10.5714437047623;15.7773983292309;-999;3.3953061802889
2016;3;14;9;9.90832120604633;15.7245865251008;59.5171332041422;3.79334877241679
2016;3;14;10;-999;-999;64.9272665023803;-999
2016;3;14;11;7.22321504846021;12.9152965553693;71.9747334798177;3.71235650581363
2016;3;14;12;6.36868942986331;11.9882745614225;78.4710664113362;3.66507461247609
2016;3;14;13;6.44714763556183;12.1048455971991;83.8010999043782;3.68993167267868
2016;3;14;14;7.45967035463119;13.1279802055079;87.4046338399251;3.69685271131971
2016;3;14;15;8.3013627728652;13.8490894547258;89.44860013326;3.61820877211304
2016;3;14;16;8.53008147939113;13.9716924558128;91.3393670399983;3.54900046422483
2016;3;14;17;10.3662634192665;15.4109116238394;88.1568664550781;3.29010267317067
2016;3;14;18;14.447194708587;19.441748807555;83.097966893514;3.25743146517422
2016;3;14;19;26.4477697781459;31.5481852352775;74.9212331136067;3.32647388862087
2016;3;14;20;38.1514102365471;43.4026190555271;58.130333328247;3.42482081447077
2016;3;14;21;44.3021917521083;51.4073716948108;50.7542665481567;4.63397457560144
2016;3;14;22;85.4750716561956;95.8824351981554;22.9099333763122;6.78764766570291
2016;3;14;23;63.6490885900806;72.0600376220862;26.909533325831;5.4855928048698
2016;3;15;0;43.0584570808249;49.0585974753984;37.0700667063395;3.91327148118888
2016;3;15;1;37.643126024957;43.6882624420411;34.069500096639;3.942617736456
2016;3;15;2;34.8272799311751;40.7586845135213;28.8947333971659;3.8684422145323
2016;3;15;3;33.6027693505807;40.5942507598983;24.6213334401448;4.55982077270871
2016;3;15;4;42.1329573153725;50.8765320924742;18.0832331975301;5.7025302024298
2016;3;15;5;38.459853140232;45.3030595441099;21.3145332972208;4.46311631047892
2016;3;15;6;74.1394449359875;96.6523838835299;11.6111333648363;14.6828634244693
2016;3;15;7;99.3389259516523;135.524959520176;6.07179999748865;23.6004099685928
2016;3;15;8;102.61631149961;144.461196231073;6.81990000406901;27.2910937553005
2016;3;15;9;99.2422338474991;136.91953265392;-999;24.5730081650666
2016;3;15;10;55.1023932021397;69.6592782082229;35.5780332883199;9.49395167499259
2016;3;15;11;-999;-999;47.4894331614176;-999
2016;3;15;12;30.0682209126124;37.0214331073032;59.7038664499918;4.53486171902686
2016;3;15;13;26.8878503540907;33.7193959010498;64.5438334782918;4.45551113862864
2016;3;15;14;17.999931289861;23.753364066277;72.8934001922607;3.75236959842615
2016;3;15;15;16.226773264263;21.4646992692837;77.7426667531331;3.41615780766775
2016;3;15;16;28.8958142008861;34.6727332975874;68.4161005020141;3.76768729790092
2016;3;15;17;38.5122882081428;44.5004836016596;51.0858332951863;3.90548099148299
2016;3;15;18;37.2796723218899;43.5061350714121;50.5123333613077;4.06087816352208
2016;3;15;19;63.1314559180184;71.3057052344883;33.6022333145141;5.33121804269764
2016;3;15;20;73.6915996537156;88.3452029854261;26.9197667280832;9.55703104322332
2016;3;15;21;81.14370387557;91.9807324550916;20.316100025177;7.06787376499134
2016;3;15;22;38.0399703910142;43.9811320496685;35.9008333841959;3.8748057470408
2016;3;15;23;34.6548977515388;40.6698947708533;39.4473999023437;3.92296092211568
2016;3;16;0;23.6950641067807;28.7452980892426;44.355133374532;3.29374569881275
2016;3;16;1;17.2770304958913;22.0667547630991;44.1083000183105;3.12384213452312
2016;3;16;2;14.0143696808879;18.8148014473821;43.3258999506632;3.13082552971669
2016;3;16;3;14.2893149142699;19.0685237714927;41.10336672465;3.11698401932893
2016;3;16;4;12.4343123795517;17.3000714030505;39.3776333491007;3.17343174806642
2016;3;16;5;11.5685120533597;16.407535241749;41.3315668741862;3.15599472590038
2016;3;16;6;12.2627449538856;17.2403884313955;41.9625665664672;3.24640241446383
2016;3;16;7;18.6356776869384;25.2241814583233;37.7849333445231;4.2970001061281
2016;3;16;8;16.9431774157496;22.7644277496244;36.6913999557495;3.7965999823964
2016;3;16;9;13.9458073930442;20.1889089537145;41.0744665781656;4.07172994045806
2016;3;16;10;10.1745413254492;16.0752358404607;-999;3.84841321141182
2016;3;16;11;11.4675697184215;17.2531302685154;48.64196656545;3.77332322487813
2016;3;16;12;-999;-999;51.5386330922444;-999
2016;3;16;13;10.9855615374584;16.5127477391908;54.291366704305;3.60481233972815
2016;3;16;14;11.1228060457033;16.5976356106196;55.1260335286458;3.57066551644906
2016;3;16;15;11.5207966760352;17.2299102658494;58.0957332611084;3.72346477327318
2016;3;16;16;14.078677536874;19.8077718222712;60.7088668823242;3.73649611605143
2016;3;16;17;22.2428858431516;28.1006580233998;57.0222001393636;3.82041940835228
2016;3;16;18;30.1179055198935;35.7108341243366;49.8880332946777;3.6476893147179
2016;3;16;19;35.0165925712445;41.2262689353539;38.885633277893;4.04993013914458
2016;3;16;20;30.5032013657339;36.2370449594902;39.4872666041056;3.73959359906597
2016;3;16;21;26.1641376327166;32.0146135223767;39.0997666676839;3.81566079205342
2016;3;16;22;26.0478712950373;31.9758153466355;33.2946668624877;3.86618526796185
2016;3;16;23;27.1550182487762;33.4466568560456;32.7580330212911;4.10338563978291
2016;3;17;0;28.1127004307391;33.9913154647735;30.6065000216166;3.83401304782475
2016;3;17;1;23.3784870177466;28.9920991489379;32.6081000010172;3.66117904162949
2016;3;17;2;25.7667235726762;31.6132813277744;29.0314999898274;3.81310539780727
2016;3;17;3;31.5460185931049;37.5468113064014;22.3361666997273;3.91369692127653
2016;3;17;4;42.0018359780896;49.0340255431862;17.674233341217;4.58637049564616
2016;3;17;5;61.0676306556306;76.4275046994895;8.45159995953242;10.0176584376005
2016;3;17;6;70.9958712400241;95.8865556559785;6.74963331619898;16.233621059987
2016;3;17;7;81.1904125500586;114.712980787768;7.45800000031789;21.8633067952003
2016;3;17;8;63.2245597543621;88.771347684616;16.5085666020711;16.6615295758508
