year;month;day;hour;O3;PM10;PM25
2016;1;1;0;9.58;42.0827995319366;36.0022112665812
2016;1;1;1;9.58366669019063;48.6235737787247;41.9408214530945
2016;1;1;2;8.85899995962778;50.5600475456238;42.5176340942383
2016;1;1;3;8.07633331616719;53.6475214384079;46.1470633038839
2016;1;1;4;7.48333332538604;51.97401817379;44.9836593274434
2016;1;1;5;11.1619999885559;54.0350256391525;46.821919980367
2016;1;1;6;8.77066663106282;51.9813440980911;44.757720741272
2016;1;1;7;9.26400003433227;51.5262661186218;44.4410721158346
2016;1;1;8;8.09799999396006;50.3220434019089;43.6906880215963
2016;1;1;9;12.5403333187103;51.1250076601028;44.4260179921468
2016;1;1;10;20.1316667397816;54.4519809589386;46.677684609731
2016;1;1;11;39.4339999198913;58.4440793266296;49.10896963679
2016;1;1;12;47.8783332506815;55.1798960962296;46.1913248158773
2016;1;1;13;56.3283332983652;57.8592353996277;48.863860039266
2016;1;1;14;55.435999806722;57.050589783287;48.3027447962443
2016;1;1;15;54.373333231608;54.4050379680634;46.1904239568075
2016;1;1;16;48.6433333714803;49.6286626710892;42.5589361315409
2016;1;1;17;45.1473332087198;50.5936849315643;43.5797772705078
2016;1;1;18;39.8876668930053;50.2066296117783;43.1565927098592
2016;1;1;19;40.5696667989095;43.3384499429703;37.5640961708069
2016;1;1;20;36.2656667073567;44.0183760501862;38.2790964899699
2016;1;1;21;29.7889999707539;42.6009663585663;37.2084613156637
2016;1;1;22;27.0643332799275;42.8297013471603;37.1895472017924
2016;1;1;23;22.8106666564941;43.2723709133148;37.6488872606913
2016;1;2;0;20.0326666514078;43.2299130250931;37.610287555186
2016;1;2;1;17.5656667232513;44.5041015182495;38.9265474472046
2016;1;2;2;14.7073333740234;43.7839599885941;38.3862759941101
2016;1;2;3;13.9576666673024;46.7863683448792;40.9809680412293
2016;1;2;4;11.534000023206;47.370464783287;41.5097879725138
2016;1;2;5;10.7536666870117;45.9505138471603;40.2762605547587
2016;1;2;6;11.3260000228881;45.1811870319366;39.5646054000855
2016;1;2;7;18.4099999268849;49.5881479566574;43.1850279823303
2016;1;2;8;22.9366664886474;55.6010378540039;48.4081226804098
2016;1;2;9;25.5220000267028;57.932939132309;50.3364499018351
2016;1;2;10;31.3913334528605;55.3123536756515;48.1101306332906
2016;1;2;11;33.4996667544047;51.7300344064713;45.0422026509603
2016;1;2;12;34.9456667582194;50.2296525114059;43.704069317627
2016;1;2;13;40.5141664346059;51.0607228996277;44.1815512763977
2016;1;2;14;43.8075002034505;39.1361543836594;34.0732403780619
2016;1;2;15;44.2049999872843;35.9604754110336;31.1887912862142
2016;1;2;16;43.7553334554036;34.050164258194;29.6157127393087
2016;1;2;17;38.6386666615804;40.6589613927841;35.0891927098592
2016;1;2;18;37.3006666819254;48.1478652395248;40.7550293078105
2016;1;2;19;34.1849999109904;48.2404053768158;40.9722187039693
2016;1;2;20;35.9740000406901;37.6127495889664;31.3564439862569
2016;1;2;21;37.0826667149861;34.342885342598;24.9608099656423
2016;1;2;22;36.9090000152587;28.495491969204;21.4135986990611
2016;1;2;23;36.1630001703898;27.1624004680633;22.8608412862142
2016;1;3;0;36.5283332824707;29.5769750570297;23.9570813205719
2016;1;3;1;37.5589996973673;26.3011309589386;22.7366780314128
2016;1;3;2;37.751999982198;25.3242979851723;21.8253320078532
2016;1;3;3;36.6963332494099;27.2911199486733;22.8372952626546
2016;1;3;4;38.4689999262491;27.4778456448555;21.7772106283824
2016;1;3;5;43.5093332926432;29.0166488072395;20.8834919734955
2016;1;3;6;43.7403335571289;34.3665067406654;23.9650586647034
2016;1;3;7;40.7583333333333;27.7373773688316;21.9511680657705
2016;1;3;8;42.997666867574;27.7357332018852;21.6055693421682
2016;1;3;9;44.1000000635782;25.0705964954376;20.5941206431071
2016;1;3;10;46.5236668268839;25.9699885216713;20.5336473490397
2016;1;3;11;44.8399997711181;23.9181010501862;20.0770094501495
2016;1;3;12;40.7836665471394;30.3557203882217;24.6366987236023
2016;1;3;13;35.9966667175292;32.0654026254654;26.8569705940247
2016;1;3;14;34.3154167334238;37.4521865638733;31.9407192194621
2016;1;3;15;38.1554168860117;32.3981897144318;27.6274267059326
2016;1;3;16;44.4479998906453;31.6037466094971;26.9573307069143
2016;1;3;17;48.4676668167114;26.8299125;23.0634913107554
2016;1;3;18;43.575333404541;26.5803970205307;22.7234253559113
2016;1;3;19;47.4296667734781;26.3486721345901;22.2253566764832
2016;1;3;20;48.3673332214355;24.5506354281425;21.1669447226206
2016;1;3;21;45.9643334070841;26.8940480992317;23.5522960481008
2016;1;3;22;46.0096666971842;26.2429753825188;23.1765893961589
2016;1;3;23;40.4943332036336;30.6950855136871;26.8296933235168
2016;1;4;0;36.7690000534057;35.5068923517227;30.9870420962016
2016;1;4;1;31.4593333244323;35.601675753212;31.0414679430644
2016;1;4;2;28.0866666793823;35.7300960273743;30.780146072642
2016;1;4;3;26.3143333435058;35.0311834703445;30.7545413843791
2016;1;4;4;28.0856667200724;34.7671664726257;30.3848821060181
2016;1;4;5;28.9000000635782;31.9209854566574;27.614431443278
2016;1;4;6;31.8463334083557;30.2021838243485;26.3052481099447
2016;1;4;7;30.6419998486836;29.7125715524673;25.738857535553
2016;1;4;8;30.4643332799275;29.5198660045624;25.8061500736237
2016;1;4;9;32.8736665725708;26.4939858391762;23.3424406480153
2016;1;4;10;32.7556665738423;27.1040953597069;23.8106586156209
2016;1;4;11;35.9373331069946;26.5395834418297;23.4094760677338
2016;1;4;12;37.2823331197102;30.0568699201584;25.4857700049082
