year;month;day;hour;PM10;SO2
2016;4;2;1;25.7919465799967;2.21596653271172
2016;4;2;2;22.6845514175415;2.366391721004
2016;4;2;3;19.3123541122436;1.15914011029047
2016;4;2;4;19.3232785850524;1.81472558020594
2016;4;2;5;17.4904183410644;1.75837497010676
2016;4;2;6;15.1277655751546;1.35191913921466
2016;4;2;7;13.9504152470906;1.44872448460521
2016;4;2;8;13.9694810228983;1.76320581136276
2016;4;2;9;13.6111108990987;2.18006959860872
2016;4;2;10;13.0743509641011;-999
2016;4;2;11;13.6577057685852;1.21045961028178
2016;4;2;12;13.2443911755879;1.48149966052582
2016;4;2;13;12.8106664479573;1.48707319440864
2016;4;2;14;12.3766954152425;1.60208454534293
2016;4;2;15;11.7912957061767;1.50792541339741
2016;4;2;16;10.5135608348846;1.08713480829673
2016;4;2;17;10.7426351893107;1.29194966179278
2016;4;2;18;12.0082149561564;1.30034701602308
2016;4;2;19;20.8070082244873;1.95834836669711
2016;4;2;20;30.4169434499104;2.03573643619642
2016;4;2;21;25.3328512730916;1.98621694396855
2016;4;2;22;27.8627612792968;1.90797669324985
2016;4;2;23;23.5228870610255;1.94168382607054
2016;4;3;0;18.5569708702087;1.51623949193434
2016;4;3;1;18.2606264912923;1.57067603725916
2016;4;3;2;16.5199596252441;1.48952230659133
2016;4;3;3;15.9149203248705;1.82368782655723
2016;4;3;4;16.9438509099324;2.04831503333495
2016;4;3;5;16.3818717610677;1.99153700107756
2016;4;3;6;18.579539410909;1.92457526133967
2016;4;3;7;22.0497542948404;1.77638463594174
2016;4;3;8;21.3578356628417;2.32760538163338
2016;4;3;9;19.7574389554341;4.18458006220831
2016;4;3;10;21.3717896647135;77.2359803307887
2016;4;3;11;20.4942106081644;-999
2016;4;3;12;23.2378022191365;125.813970892981
2016;4;3;13;29.4160705973307;120.702943568418
2016;4;3;14;28.8752589879353;40.8933714431872
2016;4;3;15;28.9561799494425;24.1770091933335
2016;4;3;16;27.4249242465778;13.5853476475091
2016;4;3;17;25.4777101165771;10.7393944687906
2016;4;3;18;29.0167477437337;9.58168799084204
2016;4;3;19;36.5171689941406;8.45828376251123
2016;4;3;20;50.8620274403889;6.52074407985461
2016;4;3;21;43.4502903930664;5.53727048659443
2016;4;3;22;103.048561786905;4.85352745602934
2016;4;3;23;115.383923280005;5.12810559140436
2016;4;4;0;59.6454472340901;4.31870406993698
2016;4;4;1;62.0766384297688;3.10684597900577
2016;4;4;2;56.7028092458089;2.92716021617781
2016;4;4;3;69.126749633789;2.89483420060456
2016;4;4;4;58.7102733601887;4.38480008298268
2016;4;4;5;62.9860256184895;2.49554622725981
2016;4;4;6;36.7931409759521;2.19769925364086
2016;4;4;7;49.1674183430989;3.4714705682371
2016;4;4;8;51.692898180135;20.8502097114993
2016;4;4;9;58.666537117513;78.9330872511634
2016;4;4;10;44.196301637268;175.541891106575
2016;4;4;11;31.4603405385335;110.742660247937
2016;4;4;12;20.2274588795979;-999
2016;4;4;13;19.7942264371236;2.88766611880677
2016;4;4;14;19.2001552398681;2.34955394497978
2016;4;4;15;19.1432984349568;2.36407145723517
2016;4;4;16;19.7107492907206;2.54739006059518
2016;4;4;17;19.916800818634;2.21656672896168
2016;4;4;18;19.598663973999;2.40742137523979
2016;4;4;19;23.0122493448893;3.12984426453787
2016;4;4;20;31.7797837336222;6.94287782953304
2016;4;4;21;39.2563110254923;7.3257648034075
2016;4;4;22;67.0954109893798;5.33374494686393
2016;4;4;23;51.8133972070312;3.91703155604611
2016;4;5;0;26.9685019282023;2.19260447157612
2016;4;5;1;23.4543237625122;2.25406926101443
2016;4;5;2;24.2095175404866;5.42192540639137
2016;4;5;3;23.9007338790893;3.83916948953281
2016;4;5;4;24.5008258733113;3.06530017901762
2016;4;5;5;27.7557120086669;2.47641187391473
2016;4;5;6;32.0124176127115;3.84053196453157
2016;4;5;7;30.2629398462931;8.54905382628733
2016;4;5;8;30.3099322057088;19.1587893284291
2016;4;5;9;30.3488402114868;27.4006332677077
2016;4;5;10;30.3080198699951;59.0387965154251
2016;4;5;11;30.4981486887613;38.5356553096707
2016;4;5;12;28.0058779851277;27.2878199378074
2016;4;5;13;19.0798149561564;-999
2016;4;5;14;16.7832205782572;1.91346205751897
2016;4;5;15;16.1000111539204;2.10419408814802
2016;4;5;16;15.9020064046223;2.10908164920103
2016;4;5;17;16.6482637372334;2.09718174612941
2016;4;5;18;18.3409794939676;2.1129728645751
2016;4;5;19;24.2384099339803;2.74592573383024
2016;4;5;20;35.000949671936;3.45448410432181
2016;4;5;21;33.4409943598429;2.88845259202541
2016;4;5;22;46.9765289672851;3.02497204144759
2016;4;5;23;39.0673185144042;2.6143091792777
2016;4;6;0;33.4598329340616;2.19103826998215
2016;4;6;1;36.6889887557983;3.14039322738321
2016;4;6;2;30.9660858444213;3.13597933508463
2016;4;6;3;28.2437755091349;2.54358228242453
2016;4;6;4;28.5035976704915;2.56850480645637
2016;4;6;5;27.316363973999;2.33474481532578
2016;4;6;6;28.8507592788696;2.10937644503727
2016;4;6;7;36.8018692148844;2.6465510135415
2016;4;6;8;32.3943596079508;2.83339129495368
2016;4;6;9;26.7403741628011;2.35115350025452
2016;4;6;10;26.1786598627726;11.0691478677454
2016;4;6;11;22.3400781295776;2.06578623320587
2016;4;6;12;21.7059062942504;1.92117216517744
2016;4;6;13;21.4636921747843;2.42317848496399
2016;4;6;14;20.5600797849019;-999
2016;4;6;15;18.4437874636332;1.82171272111044
2016;4;6;16;17.7288269648234;1.93582335163094
2016;4;6;17;19.6355839342753;2.21182050098649
2016;4;6;18;22.4239148839314;2.83253329228063
2016;4;6;19;24.4553289311726;2.46439356660037
2016;4;6;20;26.0237285298665;2.56694106662309
2016;4;6;21;26.626376456197;2.70696044693798
2016;4;6;22;25.4920617167154;2.31884068857353
2016;4;6;23;26.3243746295165;2.32431708792695
2016;4;7;0;24.8068263468424;2.39454390228167
2016;4;7;1;21.4971850438435;3.84890320133491
2016;4;7;2;20.2328927947998;4.62957182479592
2016;4;7;3;19.0886947049458;5.97602034049959
2016;4;7;4;18.0365504183451;8.66833433765198
2016;4;7;5;16.8072658480326;4.84611863097888
2016;4;7;6;17.3505389734903;2.84430817904327
2016;4;7;7;22.6684579325358;3.00588672395017
2016;4;7;8;18.2648863901774;2.96049688014499
2016;4;7;9;15.2251777102152;3.47425178057927
2016;4;7;10;15.238203657786;4.01747421566442
2016;4;7;11;16.1757255643208;6.48559575984385
2016;4;7;12;16.6351618993123;10.217585116823
2016;4;7;13;16.6510847890218;10.743793350568
2016;4;7;14;16.8304780934651;27.9811618377852
2016;4;7;15;19.1005658841451;-999
2016;4;7;16;19.71765997111;18.9127830372413
2016;4;7;17;22.2690403198242;19.7152998070312
