year;month;day;hour;PM25
2016;1;1;0;88.252902757620134
2016;1;1;1;88.252902757620134
2016;1;1;2;88.252902757620134
2016;1;1;3;88.252902757620134
2016;1;1;4;88.252902757620134
2016;1;1;5;88.252902757620134
2016;1;1;6;88.252902757620134
2016;1;1;7;88.252902757620134
2016;1;1;8;88.252902757620134
2016;1;1;9;88.252902757620134
2016;1;1;10;88.252902757620134
2016;1;1;11;88.252902757620134
2016;1;1;12;88.252902757620134
2016;1;1;13;88.252902757620134
2016;1;1;14;88.252902757620134
2016;1;1;15;88.252902757620134
2016;1;1;16;88.252902757620134
2016;1;1;17;88.252902757620134
2016;1;1;18;88.252902757620134
2016;1;1;19;88.252902757620134
2016;1;1;20;88.252902757620134
2016;1;1;21;88.252902757620134
2016;1;1;22;88.252902757620134
2016;1;1;23;88.252902757620134
2016;1;10;0;127.553056412117
2016;1;10;1;127.553056412117
2016;1;10;2;127.553056412117
2016;1;10;3;127.553056412117
2016;1;10;4;127.553056412117
2016;1;10;5;127.553056412117
2016;1;10;6;127.553056412117
2016;1;10;7;127.553056412117
2016;1;10;8;127.553056412117
2016;1;10;9;127.553056412117
2016;1;10;10;127.553056412117
2016;1;10;11;127.553056412117
2016;1;10;12;127.553056412117
2016;1;10;13;127.553056412117
2016;1;10;14;127.553056412117
2016;1;10;15;127.553056412117
2016;1;10;16;127.553056412117
2016;1;10;17;127.553056412117
2016;1;10;18;127.553056412117
2016;1;10;19;127.553056412117
2016;1;10;20;127.553056412117
2016;1;10;21;127.553056412117
2016;1;10;22;127.553056412117
2016;1;10;23;127.553056412117
2016;1;11;0;13.407111756169179
2016;1;11;1;13.407111756169179
2016;1;11;2;13.407111756169179
2016;1;11;3;13.407111756169179
2016;1;11;4;13.407111756169179
2016;1;11;5;13.407111756169179
2016;1;11;6;13.407111756169179
2016;1;11;7;13.407111756169179
2016;1;11;8;13.407111756169179
2016;1;11;9;13.407111756169179
2016;1;11;10;13.407111756169179
2016;1;11;11;13.407111756169179
2016;1;11;12;13.407111756169179
2016;1;11;13;13.407111756169179
2016;1;11;14;13.407111756169179
2016;1;11;15;13.407111756169179
2016;1;11;16;13.407111756169179
2016;1;11;17;13.407111756169179
2016;1;11;18;13.407111756169179
2016;1;11;19;13.407111756169179
2016;1;11;20;13.407111756169179
2016;1;11;21;13.407111756169179
2016;1;11;22;13.407111756169179
2016;1;11;23;13.407111756169179
2016;1;12;0;56.123004354136917
2016;1;12;1;56.123004354136917
2016;1;12;2;56.123004354136917
2016;1;12;3;56.123004354136917
2016;1;12;4;56.123004354136917
2016;1;12;5;56.123004354136917
2016;1;12;6;56.123004354136917
2016;1;12;7;56.123004354136917
2016;1;12;8;56.123004354136917
2016;1;12;9;56.123004354136917
2016;1;12;10;56.123004354136917
2016;1;12;11;56.123004354136917
2016;1;12;12;56.123004354136917
2016;1;12;13;56.123004354136917
2016;1;12;14;56.123004354136917
2016;1;12;15;56.123004354136917
2016;1;12;16;56.123004354136917
2016;1;12;17;56.123004354136917
2016;1;12;18;56.123004354136917
2016;1;12;19;56.123004354136917
2016;1;12;20;56.123004354136917
2016;1;12;21;56.123004354136917
2016;1;12;22;56.123004354136917
2016;1;12;23;56.123004354136917
2016;1;13;0;96.562046444122075
2016;1;13;1;96.562046444122075
2016;1;13;2;96.562046444122075
2016;1;13;3;96.562046444122075
2016;1;13;4;96.562046444122075
2016;1;13;5;96.562046444122075
2016;1;13;6;96.562046444122075
2016;1;13;7;96.562046444122075
2016;1;13;8;96.562046444122075
2016;1;13;9;96.562046444122075
2016;1;13;10;96.562046444122075
2016;1;13;11;96.562046444122075
2016;1;13;12;96.562046444122075
2016;1;13;13;96.562046444122075
2016;1;13;14;96.562046444122075
2016;1;13;15;96.562046444122075
2016;1;13;16;96.562046444122075
2016;1;13;17;96.562046444122075
2016;1;13;18;96.562046444122075
2016;1;13;19;96.562046444122075
2016;1;13;20;96.562046444122075
2016;1;13;21;96.562046444122075
2016;1;13;22;96.562046444122075
2016;1;13;23;96.562046444122075
2016;1;14;0;85.075303937579108
2016;1;14;1;85.075303937579108
2016;1;14;2;85.075303937579108
2016;1;14;3;85.075303937579108
2016;1;14;4;85.075303937579108
2016;1;14;5;85.075303937579108
2016;1;14;6;85.075303937579108
2016;1;14;7;85.075303937579108
2016;1;14;8;85.075303937579108
2016;1;14;9;85.075303937579108
2016;1;14;10;85.075303937579108
2016;1;14;11;85.075303937579108
2016;1;14;12;85.075303937579108
2016;1;14;13;85.075303937579108
2016;1;14;14;85.075303937579108
2016;1;14;15;85.075303937579108
2016;1;14;16;85.075303937579108
2016;1;14;17;85.075303937579108
2016;1;14;18;85.075303937579108
2016;1;14;19;85.075303937579108
2016;1;14;20;85.075303937579108
2016;1;14;21;85.075303937579108
2016;1;14;22;85.075303937579108
2016;1;14;23;85.075303937579108
2016;1;15;0;44.648040638606517
2016;1;15;1;44.648040638606517
2016;1;15;2;44.648040638606517
2016;1;15;3;44.648040638606517
2016;1;15;4;44.648040638606517
2016;1;15;5;44.648040638606517
2016;1;15;6;44.648040638606517
2016;1;15;7;44.648040638606517
2016;1;15;8;44.648040638606517
2016;1;15;9;44.648040638606517
2016;1;15;10;44.648040638606517
2016;1;15;11;44.648040638606517
2016;1;15;12;44.648040638606517
2016;1;15;13;44.648040638606517
2016;1;15;14;44.648040638606517
2016;1;15;15;44.648040638606517
2016;1;15;16;44.648040638606517
2016;1;15;17;44.648040638606517
2016;1;15;18;44.648040638606517
2016;1;15;19;44.648040638606517
2016;1;15;20;44.648040638606517
2016;1;15;21;44.648040638606517
2016;1;15;22;44.648040638606517
2016;1;15;23;44.648040638606517
2016;1;16;0;22.940856313497353
2016;1;16;1;22.940856313497353
2016;1;16;2;22.940856313497353
2016;1;16;3;22.940856313497353
2016;1;16;4;22.940856313497353
2016;1;16;5;22.940856313497353
2016;1;16;6;22.940856313497353
2016;1;16;7;22.940856313497353
2016;1;16;8;22.940856313497353
2016;1;16;9;22.940856313497353
2016;1;16;10;22.940856313497353
2016;1;16;11;22.940856313497353
2016;1;16;12;22.940856313497353
2016;1;16;13;22.940856313497353
2016;1;16;14;22.940856313497353
2016;1;16;15;22.940856313497353
2016;1;16;16;22.940856313497353
2016;1;16;17;22.940856313497353
2016;1;16;18;22.940856313497353
2016;1;16;19;22.940856313497353
2016;1;16;20;22.940856313497353
2016;1;16;21;22.940856313497353
2016;1;16;22;22.940856313497353
2016;1;16;23;22.940856313497353
2016;1;17;0;22.387518142234857
2016;1;17;1;22.387518142234857
2016;1;17;2;22.387518142234857
2016;1;17;3;22.387518142234857
2016;1;17;4;22.387518142234857
2016;1;17;5;22.387518142234857
2016;1;17;6;22.387518142234857
2016;1;17;7;22.387518142234857
2016;1;17;8;22.387518142234857
2016;1;17;9;22.387518142234857
2016;1;17;10;22.387518142234857
2016;1;17;11;22.387518142234857
2016;1;17;12;22.387518142234857
2016;1;17;13;22.387518142234857
2016;1;17;14;22.387518142234857
2016;1;17;15;22.387518142234857
2016;1;17;16;22.387518142234857
2016;1;17;17;22.387518142234857
2016;1;17;18;22.387518142234857
2016;1;17;19;22.387518142234857
2016;1;17;20;22.387518142234857
2016;1;17;21;22.387518142234857
2016;1;17;22;22.387518142234857
2016;1;17;23;22.387518142234857
2016;1;18;0;93.994920174165301
2016;1;18;1;93.994920174165301
2016;1;18;2;93.994920174165301
2016;1;18;3;93.994920174165301
2016;1;18;4;93.994920174165301
2016;1;18;5;93.994920174165301
2016;1;18;6;93.994920174165301
2016;1;18;7;93.994920174165301
2016;1;18;8;93.994920174165301
2016;1;18;9;93.994920174165301
2016;1;18;10;93.994920174165301
2016;1;18;11;93.994920174165301
2016;1;18;12;93.994920174165301
2016;1;18;13;93.994920174165301
2016;1;18;14;93.994920174165301
2016;1;18;15;93.994920174165301
2016;1;18;16;93.994920174165301
2016;1;18;17;93.994920174165301
2016;1;18;18;93.994920174165301
2016;1;18;19;93.994920174165301
2016;1;18;20;93.994920174165301
2016;1;18;21;93.994920174165301
2016;1;18;22;93.994920174165301
2016;1;18;23;93.994920174165301
2016;1;19;0;114.46843251088576
2016;1;19;1;114.46843251088576
2016;1;19;2;114.46843251088576
2016;1;19;3;114.46843251088576
2016;1;19;4;114.46843251088576
2016;1;19;5;114.46843251088576
2016;1;19;6;114.46843251088576
2016;1;19;7;114.46843251088576
2016;1;19;8;114.46843251088576
2016;1;19;9;114.46843251088576
2016;1;19;10;114.46843251088576
2016;1;19;11;114.46843251088576
2016;1;19;12;114.46843251088576
2016;1;19;13;114.46843251088576
2016;1;19;14;114.46843251088576
2016;1;19;15;114.46843251088576
2016;1;19;16;114.46843251088576
2016;1;19;17;114.46843251088576
2016;1;19;18;114.46843251088576
2016;1;19;19;114.46843251088576
2016;1;19;20;114.46843251088576
