year;month;day;hour;O3
2016;3;27;7;-999
2016;3;27;8;-999
2016;3;27;9;-999
2016;3;27;10;-999
2016;3;27;11;-999
2016;3;27;12;-999
2016;3;27;13;-999
2016;3;27;14;-999
2016;3;27;15;-999
2016;3;27;16;-999
2016;3;27;17;-999
2016;3;27;18;-999
2016;3;27;19;-999
2016;3;27;20;-999
2016;3;27;21;-999
2016;3;27;22;-999
2016;3;27;23;-999
2016;3;28;0;-999
2016;3;28;1;-999
2016;3;28;2;-999
2016;3;28;3;-999
2016;3;28;4;-999
2016;3;28;5;-999
2016;3;28;6;-999
2016;3;28;7;-999
2016;3;28;8;-999
2016;3;28;9;-999
2016;3;28;10;-999
2016;3;28;11;-999
2016;3;28;12;-999
2016;3;28;13;-999
2016;3;28;14;-999
2016;3;28;15;-999
2016;3;28;16;-999
2016;3;28;17;-999
2016;3;28;18;-999
2016;3;28;19;-999
2016;3;28;20;-999
2016;3;28;21;-999
2016;3;28;22;-999
2016;3;28;23;-999
2016;3;29;0;-999
2016;3;29;1;-999
2016;3;29;2;-999
2016;3;29;3;-999
2016;3;29;4;-999
2016;3;29;5;-999
2016;3;29;6;-999
2016;3;29;7;-999
2016;3;29;8;-999
2016;3;29;9;-999
2016;3;29;10;-999
2016;3;29;11;-999
2016;3;29;12;-999
2016;3;29;13;-999
2016;3;29;14;-999
2016;3;29;15;-999
2016;3;29;16;-999
2016;3;29;17;-999
2016;3;29;18;-999
2016;3;29;19;-999
2016;3;29;20;-999
2016;3;29;21;-999
2016;3;29;22;-999
2016;3;29;23;-999
2016;3;30;0;-999
2016;3;30;1;-999
2016;3;30;2;-999
2016;3;30;3;-999
2016;3;30;4;-999
2016;3;30;5;-999
2016;3;30;6;-999
2016;3;30;7;-999
2016;3;30;8;-999
2016;3;30;9;-999
2016;3;30;10;-999
2016;3;30;11;-999
2016;3;30;12;-999
2016;3;30;13;-999
2016;3;30;14;-999
2016;3;30;15;-999
2016;3;30;16;-999
2016;3;30;17;-999
2016;3;30;18;-999
2016;3;30;19;-999
2016;3;30;20;-999
2016;3;30;21;-999
2016;3;30;22;-999
2016;3;30;23;-999
2016;3;31;0;-999
2016;3;31;1;-999
2016;3;31;2;-999
2016;3;31;3;-999
2016;3;31;4;-999
2016;3;31;5;-999
2016;3;31;6;-999
2016;3;31;7;-999
2016;3;31;8;-999
2016;3;31;9;-999
2016;3;31;10;-999
2016;3;31;11;-999
2016;3;31;12;-999
2016;3;31;13;-999
2016;3;31;14;-999
2016;3;31;15;-999
2016;3;31;16;-999
2016;3;31;17;-999
2016;3;31;18;-999
2016;3;31;19;-999
2016;3;31;20;-999
2016;3;31;21;-999
2016;3;31;22;-999
2016;3;31;23;-999
2016;4;1;0;-999
2016;4;1;1;-999
2016;4;1;2;-999
2016;4;1;3;-999
2016;4;1;4;-999
2016;4;1;5;-999
2016;4;1;6;-999
2016;4;1;7;-999
2016;4;1;8;-999
2016;4;1;9;-999
2016;4;1;10;-999
2016;4;1;11;-999
2016;4;1;12;-999
2016;4;1;13;-999
2016;4;1;14;-999
2016;4;1;15;-999
2016;4;1;16;-999
2016;4;1;17;-999
2016;4;1;18;-999
2016;4;1;19;-999
2016;4;1;20;-999
2016;4;1;21;-999
2016;4;1;22;-999
2016;4;1;23;-999
2016;4;2;0;-999
2016;4;2;1;-999
2016;4;2;2;-999
2016;4;2;3;-999
2016;4;2;4;-999
2016;4;2;5;-999
2016;4;2;6;-999
2016;4;2;7;-999
2016;4;2;8;-999
2016;4;2;9;-999
2016;4;2;10;-999
2016;4;2;11;-999
2016;4;2;12;-999
2016;4;2;13;-999
2016;4;2;14;-999
2016;4;2;15;-999
2016;4;2;16;-999
2016;4;2;17;-999
2016;4;2;18;-999
2016;4;2;19;-999
2016;4;2;20;-999
2016;4;2;21;-999
2016;4;2;22;-999
2016;4;2;23;-999
2016;4;3;0;-999
2016;4;3;1;-999
2016;4;3;2;-999
2016;4;3;3;-999
2016;4;3;4;-999
2016;4;3;5;-999
2016;4;3;6;-999
2016;4;3;7;-999
2016;4;3;8;-999
2016;4;3;9;-999
2016;4;3;10;-999
2016;4;3;11;-999
2016;4;3;12;-999
2016;4;3;13;-999
2016;4;3;14;-999
2016;4;3;15;-999
2016;4;3;16;-999
2016;4;3;17;-999
2016;4;3;18;-999
2016;4;3;19;-999
2016;4;3;20;-999
2016;4;3;21;-999
2016;4;3;22;-999
2016;4;3;23;-999
2016;4;4;0;-999
2016;4;4;1;-999
2016;4;4;2;-999
2016;4;4;3;-999
2016;4;4;4;-999
2016;4;4;5;-999
2016;4;4;6;-999
2016;4;4;7;-999
2016;4;4;8;-999
2016;4;4;9;-999
2016;4;4;10;-999
2016;4;4;11;-999
2016;4;4;12;-999
2016;4;4;13;-999
2016;4;4;14;-999
2016;4;4;15;-999
2016;4;4;16;-999
2016;4;4;17;-999
2016;4;4;18;-999
2016;4;4;19;-999
2016;4;4;20;-999
2016;4;4;21;-999
2016;4;4;22;-999
2016;4;4;23;-999
2016;4;5;0;-999
2016;4;5;1;-999
2016;4;5;2;-999
2016;4;5;3;-999
2016;4;5;4;-999
2016;4;5;5;-999
2016;4;5;6;-999
2016;4;5;7;-999
2016;4;5;8;-999
2016;4;5;9;-999
2016;4;5;10;-999
2016;4;5;11;-999
2016;4;5;12;-999
2016;4;5;13;-999
2016;4;5;14;-999
2016;4;5;15;-999
2016;4;5;16;-999
2016;4;5;17;-999
2016;4;5;18;-999
2016;4;5;19;-999
2016;4;5;20;-999
2016;4;5;21;-999
2016;4;5;22;-999
2016;4;5;23;-999
2016;4;6;0;-999
2016;4;6;1;-999
2016;4;6;2;-999
2016;4;6;3;-999
2016;4;6;4;-999
2016;4;6;5;-999
2016;4;6;6;-999
2016;4;6;7;-999
2016;4;6;8;-999
2016;4;6;9;-999
2016;4;6;10;-999
2016;4;6;11;-999
2016;4;6;12;-999
2016;4;6;13;-999
2016;4;6;14;-999
2016;4;6;15;-999
2016;4;6;16;-999
2016;4;6;17;-999
2016;4;6;18;-999
2016;4;6;19;-999
2016;4;6;20;-999
2016;4;6;21;-999
2016;4;6;22;-999
2016;4;6;23;-999
2016;4;7;0;-999
2016;4;7;1;-999
2016;4;7;2;-999
2016;4;7;3;-999
2016;4;7;4;-999
2016;4;7;5;-999
2016;4;7;6;-999
2016;4;7;7;-999
2016;4;7;8;-999
2016;4;7;9;-999
2016;4;7;10;-999
2016;4;7;11;-999
2016;4;7;12;-999
2016;4;7;13;-999
2016;4;7;14;-999
2016;4;7;15;-999
2016;4;7;16;-999
2016;4;7;17;-999
2016;4;7;18;-999
2016;4;7;19;-999
2016;4;7;20;-999
2016;4;7;21;-999
2016;4;7;22;-999
2016;4;7;23;-999
2016;4;8;0;-999
2016;4;8;1;-999
2016;4;8;2;-999
2016;4;8;3;-999
2016;4;8;4;-999
2016;4;8;5;-999
2016;4;8;6;-999
2016;4;8;7;-999
2016;4;8;8;-999
2016;4;8;9;-999
2016;4;8;10;-999
2016;4;8;11;-999
2016;4;8;12;-999
2016;4;8;13;-999
2016;4;8;14;-999
2016;4;8;15;-999
2016;4;8;16;-999
2016;4;8;17;-999
2016;4;8;18;-999
2016;4;8;19;-999
2016;4;8;20;-999
2016;4;8;21;-999
2016;4;8;22;-999
2016;4;8;23;-999
2016;4;9;0;-999
2016;4;9;1;-999
2016;4;9;2;-999
2016;4;9;3;-999
2016;4;9;4;-999
2016;4;9;5;-999
2016;4;9;6;-999
2016;4;9;7;-999
2016;4;9;8;-999
2016;4;9;9;-999
2016;4;9;10;-999
2016;4;9;11;-999
2016;4;9;12;-999
2016;4;9;13;-999
2016;4;9;14;-999
2016;4;9;15;-999
2016;4;9;16;-999
2016;4;9;17;-999
2016;4;9;18;-999
2016;4;9;19;-999
2016;4;9;20;-999
2016;4;9;21;-999
2016;4;9;22;-999
2016;4;9;23;-999
2016;4;10;0;-999
2016;4;10;1;-999
2016;4;10;2;-999
2016;4;10;3;-999
2016;4;10;4;-999
2016;4;10;5;-999
2016;4;10;6;-999
2016;4;10;7;-999
2016;4;10;8;-999
2016;4;10;9;-999
2016;4;10;10;-999
2016;4;10;11;-999
2016;4;10;12;-999
2016;4;10;13;-999
2016;4;10;14;-999
2016;4;10;15;-999
2016;4;10;16;-999
2016;4;10;17;-999
2016;4;10;18;-999
2016;4;10;19;-999
2016;4;10;20;-999
2016;4;10;21;-999
2016;4;10;22;-999
2016;4;10;23;-999
2016;4;11;0;-999
2016;4;11;1;-999
2016;4;11;2;-999
2016;4;11;3;-999
2016;4;11;4;-999
2016;4;11;5;-999
2016;4;11;6;-999
2016;4;11;7;-999
2016;4;11;8;-999
2016;4;11;9;-999
2016;4;11;10;-999
2016;4;11;11;-999
2016;4;11;12;-999
2016;4;11;13;-999
2016;4;11;14;-999
2016;4;11;15;-999
2016;4;11;16;-999
2016;4;11;17;-999
2016;4;11;18;-999
2016;4;11;19;-999
2016;4;11;20;-999
2016;4;11;21;-999
2016;4;11;22;-999
2016;4;11;23;-999
2016;4;12;0;-999
2016;4;12;1;-999
2016;4;12;2;-999
2016;4;12;3;-999
2016;4;12;4;-999
2016;4;12;5;-999
2016;4;12;6;-999
2016;4;12;7;-999
2016;4;12;8;-999
2016;4;12;9;-999
2016;4;12;10;-999
2016;4;12;11;-999
2016;4;12;12;-999
2016;4;12;13;-999
2016;4;12;14;-999
2016;4;12;15;-999
2016;4;12;16;-999
2016;4;12;17;-999
2016;4;12;18;-999
2016;4;12;19;-999
2016;4;12;20;-999
2016;4;12;21;-999
2016;4;12;22;-999
2016;4;12;23;-999
2016;4;13;0;-999
2016;4;13;1;-999
2016;4;13;2;-999
2016;4;13;3;-999
2016;4;13;4;-999
2016;4;13;5;-999
2016;4;13;6;-999
2016;4;13;7;-999
2016;4;13;8;-999
2016;4;13;9;-999
2016;4;13;10;-999
2016;4;13;11;-999
2016;4;13;12;-999
2016;4;13;13;-999
2016;4;13;14;-999
2016;4;13;15;-999
2016;4;13;16;-999
2016;4;13;17;-999
2016;4;13;18;-999
2016;4;13;19;-999
2016;4;13;20;-999
2016;4;13;21;-999
2016;4;13;22;-999
2016;4;13;23;-999
2016;4;14;0;-999
2016;4;14;1;-999
2016;4;14;2;-999
2016;4;14;3;-999
2016;4;14;4;-999
2016;4;14;5;-999
2016;4;14;6;-999
2016;4;14;7;-999
2016;4;14;8;-999
2016;4;14;9;-999
2016;4;14;10;-999
2016;4;14;11;-999
2016;4;14;12;-999
2016;4;14;13;-999
2016;4;14;14;-999
2016;4;14;15;-999
2016;4;14;16;-999
2016;4;14;17;-999
2016;4;14;18;-999
2016;4;14;19;-999
2016;4;14;20;-999
2016;4;14;21;-999
2016;4;14;22;-999
2016;4;14;23;-999
2016;4;15;0;-999
2016;4;15;1;-999
2016;4;15;2;-999
2016;4;15;3;-999
2016;4;15;4;-999
2016;4;15;5;-999
2016;4;15;6;-999
2016;4;15;7;-999
2016;4;15;8;-999
2016;4;15;9;-999
2016;4;15;10;-999
2016;4;15;11;-999
2016;4;15;12;-999
2016;4;15;13;-999
2016;4;15;14;-999
2016;4;15;15;-999
2016;4;15;16;-999
2016;4;15;17;-999
2016;4;15;18;-999
2016;4;15;19;-999
2016;4;15;20;-999
2016;4;15;21;-999
2016;4;15;22;-999
2016;4;15;23;-999
2016;4;16;0;-999
2016;4;16;1;-999
2016;4;16;2;-999
2016;4;16;3;-999
2016;4;16;4;-999
2016;4;16;5;-999
2016;4;16;6;-999
2016;4;16;7;-999
2016;4;16;8;-999
2016;4;16;9;-999
2016;4;16;10;-999
2016;4;16;11;-999
2016;4;16;12;-999
2016;4;16;13;-999
2016;4;16;14;-999
2016;4;16;15;-999
2016;4;16;16;-999
2016;4;16;17;-999
2016;4;16;18;-999
2016;4;16;19;-999
2016;4;16;20;-999
2016;4;16;21;-999
2016;4;16;22;-999
2016;4;16;23;-999
2016;4;17;0;-999
2016;4;17;1;-999
2016;4;17;2;-999
2016;4;17;3;-999
2016;4;17;4;-999
2016;4;17;5;-999
2016;4;17;6;-999
2016;4;17;7;-999
2016;4;17;8;-999
2016;4;17;9;-999
2016;4;17;10;-999
2016;4;17;11;-999
2016;4;17;12;-999
2016;4;17;13;-999
2016;4;17;14;-999
2016;4;17;15;-999
2016;4;17;16;-999
2016;4;17;17;-999
2016;4;17;18;-999
2016;4;17;19;-999
2016;4;17;20;-999
2016;4;17;21;-999
2016;4;17;22;-999
2016;4;17;23;-999
2016;4;18;0;-999
2016;4;18;1;-999
2016;4;18;2;-999
2016;4;18;3;-999
2016;4;18;4;-999
2016;4;18;5;-999
2016;4;18;6;-999
2016;4;18;7;-999
2016;4;18;8;-999
2016;4;18;9;-999
2016;4;18;10;-999
2016;4;18;11;-999
2016;4;18;12;-999
2016;4;18;13;-999
2016;4;18;14;-999
2016;4;18;15;-999
2016;4;18;16;-999
2016;4;18;17;-999
2016;4;18;18;-999
2016;4;18;19;-999
2016;4;18;20;-999
2016;4;18;21;-999
2016;4;18;22;-999
2016;4;18;23;-999
2016;4;19;0;-999
2016;4;19;1;-999
2016;4;19;2;-999
2016;4;19;3;-999
2016;4;19;4;-999
2016;4;19;5;-999
2016;4;19;6;-999
2016;4;19;7;-999
2016;4;19;8;-999
2016;4;19;9;-999
2016;4;19;10;-999
2016;4;19;11;-999
2016;4;19;12;-999
2016;4;19;13;-999
2016;4;19;14;-999
2016;4;19;15;-999
2016;4;19;16;-999
2016;4;19;17;-999
2016;4;19;18;-999
2016;4;19;19;-999
2016;4;19;20;-999
2016;4;19;21;-999
2016;4;19;22;-999
2016;4;19;23;-999
2016;4;20;0;-999
2016;4;20;1;-999
2016;4;20;2;-999
2016;4;20;3;-999
2016;4;20;4;-999
2016;4;20;5;-999
2016;4;20;6;-999
2016;4;20;7;-999
2016;4;20;8;-999
2016;4;20;9;-999
2016;4;20;10;-999
2016;4;20;11;-999
2016;4;20;12;-999
2016;4;20;13;-999
2016;4;20;14;-999
2016;4;20;15;-999
2016;4;20;16;-999
2016;4;20;17;-999
2016;4;20;18;-999
2016;4;20;19;-999
2016;4;20;20;-999
2016;4;20;21;-999
2016;4;20;22;-999
2016;4;20;23;-999
2016;4;21;0;-999
2016;4;21;1;-999
2016;4;21;2;-999
2016;4;21;3;-999
2016;4;21;4;-999
2016;4;21;5;-999
2016;4;21;6;-999
2016;4;21;7;-999
2016;4;21;8;-999
2016;4;21;9;-999
2016;4;21;10;-999
2016;4;21;11;-999
2016;4;21;12;-999
2016;4;21;13;-999
2016;4;21;14;-999
2016;4;21;15;-999
2016;4;21;16;-999
2016;4;21;17;-999
2016;4;21;18;-999
2016;4;21;19;-999
2016;4;21;20;-999
2016;4;21;21;-999
2016;4;21;22;-999
2016;4;21;23;-999
2016;4;22;0;-999
2016;4;22;1;-999
2016;4;22;2;-999
2016;4;22;3;-999
2016;4;22;4;-999
2016;4;22;5;-999
2016;4;22;6;-999
2016;4;22;7;-999
2016;4;22;8;-999
2016;4;22;9;-999
2016;4;22;10;-999
2016;4;22;11;-999
2016;4;22;12;-999
2016;4;22;13;-999
2016;4;22;14;-999
2016;4;22;15;-999
2016;4;22;16;-999
2016;4;22;17;-999
2016;4;22;18;-999
2016;4;22;19;-999
2016;4;22;20;-999
2016;4;22;21;-999
2016;4;22;22;-999
2016;4;22;23;-999
2016;4;23;0;-999
2016;4;23;1;-999
2016;4;23;2;-999
2016;4;23;3;-999
2016;4;23;4;-999
2016;4;23;5;-999
2016;4;23;6;-999
2016;4;23;7;-999
2016;4;23;8;-999
2016;4;23;9;-999
2016;4;23;10;-999
2016;4;23;11;-999
2016;4;23;12;-999
2016;4;23;13;-999
2016;4;23;14;-999
2016;4;23;15;-999
2016;4;23;16;-999
2016;4;23;17;-999
2016;4;23;18;-999
2016;4;23;19;-999
2016;4;23;20;-999
2016;4;23;21;-999
2016;4;23;22;-999
2016;4;23;23;-999
2016;4;24;0;-999
2016;4;24;1;-999
2016;4;24;2;-999
2016;4;24;3;-999
2016;4;24;4;-999
2016;4;24;5;-999
2016;4;24;6;-999
2016;4;24;7;-999
2016;4;24;8;-999
2016;4;24;9;-999
2016;4;24;10;-999
2016;4;24;11;-999
2016;4;24;12;-999
2016;4;24;13;-999
2016;4;24;14;-999
2016;4;24;15;-999
2016;4;24;16;-999
2016;4;24;17;-999
2016;4;24;18;-999
2016;4;24;19;-999
2016;4;24;20;-999
2016;4;24;21;-999
2016;4;24;22;-999
2016;4;24;23;-999
2016;4;25;0;-999
2016;4;25;1;-999
2016;4;25;2;-999
2016;4;25;3;-999
2016;4;25;4;-999
2016;4;25;5;-999
2016;4;25;6;-999
2016;4;25;7;-999
2016;4;25;8;-999
2016;4;25;9;-999
2016;4;25;10;-999
2016;4;25;11;-999
2016;4;25;12;-999
2016;4;25;13;-999
2016;4;25;14;-999
2016;4;25;15;-999
2016;4;25;16;-999
2016;4;25;17;-999
2016;4;25;18;-999
2016;4;25;19;-999
2016;4;25;20;-999
2016;4;25;21;-999
2016;4;25;22;-999
2016;4;25;23;-999
2016;4;26;0;-999
2016;4;26;1;-999
2016;4;26;2;-999
2016;4;26;3;-999
2016;4;26;4;-999
2016;4;26;5;-999
2016;4;26;6;-999
2016;4;26;7;-999
2016;4;26;8;-999
2016;4;26;9;-999
2016;4;26;10;-999
2016;4;26;11;-999
2016;4;26;12;-999
2016;4;26;13;-999
2016;4;26;14;-999
2016;4;26;15;-999
2016;4;26;16;-999
2016;4;26;17;-999
2016;4;26;18;-999
2016;4;26;19;-999
2016;4;26;20;-999
2016;4;26;21;-999
2016;4;26;22;-999
2016;4;26;23;-999
2016;4;27;0;-999
2016;4;27;1;-999
2016;4;27;2;-999
2016;4;27;3;-999
2016;4;27;4;-999
2016;4;27;5;-999
2016;4;27;6;-999
2016;4;27;7;-999
2016;4;27;8;-999
2016;4;27;9;-999
2016;4;27;10;-999
2016;4;27;11;-999
2016;4;27;12;-999
2016;4;27;13;-999
2016;4;27;14;-999
2016;4;27;15;-999
2016;4;27;16;-999
2016;4;27;17;-999
2016;4;27;18;-999
2016;4;27;19;-999
2016;4;27;20;-999
2016;4;27;21;-999
2016;4;27;22;-999
2016;4;27;23;-999
2016;4;28;0;-999
2016;4;28;1;-999
2016;4;28;2;-999
2016;4;28;3;-999
2016;4;28;4;-999
2016;4;28;5;-999
2016;4;28;6;-999
2016;4;28;7;-999
2016;4;28;8;-999
2016;4;28;9;-999
2016;4;28;10;-999
2016;4;28;11;-999
2016;4;28;12;-999
2016;4;28;13;-999
2016;4;28;14;-999
2016;4;28;15;-999
2016;4;28;16;-999
2016;4;28;17;-999
2016;4;28;18;-999
2016;4;28;19;-999
2016;4;28;20;-999
2016;4;28;21;-999
2016;4;28;22;-999
2016;4;28;23;-999
2016;4;29;0;-999
2016;4;29;1;-999
2016;4;29;2;-999
2016;4;29;3;-999
2016;4;29;4;-999
2016;4;29;5;-999
2016;4;29;6;-999
2016;4;29;7;-999
2016;4;29;8;-999
2016;4;29;9;-999
2016;4;29;10;-999
2016;4;29;11;-999
2016;4;29;12;-999
2016;4;29;13;-999
2016;4;29;14;-999
2016;4;29;15;-999
2016;4;29;16;-999
2016;4;29;17;-999
2016;4;29;18;-999
2016;4;29;19;-999
2016;4;29;20;-999
2016;4;29;21;-999
2016;4;29;22;-999
2016;4;29;23;-999
2016;4;30;0;-999
2016;4;30;1;-999
2016;4;30;2;-999
2016;4;30;3;-999
2016;4;30;4;-999
2016;4;30;5;-999
2016;4;30;6;-999
2016;4;30;7;-999
2016;4;30;8;-999
2016;4;30;9;-999
2016;4;30;10;-999
2016;4;30;11;-999
2016;4;30;12;-999
2016;4;30;13;-999
2016;4;30;14;-999
2016;4;30;15;-999
2016;4;30;16;-999
2016;4;30;17;-999
2016;4;30;18;-999
2016;4;30;19;-999
2016;4;30;20;-999
2016;4;30;21;-999
2016;4;30;22;-999
2016;4;30;23;-999
2016;5;1;0;-999
2016;5;1;1;-999
2016;5;1;2;-999
2016;5;1;3;-999
2016;5;1;4;-999
2016;5;1;5;-999
2016;5;1;6;-999
2016;5;1;7;-999
2016;5;1;8;-999
2016;5;1;9;-999
2016;5;1;10;-999
2016;5;1;11;-999
2016;5;1;12;-999
2016;5;1;13;-999
2016;5;1;14;-999
2016;5;1;15;-999
2016;5;1;16;-999
2016;5;1;17;-999
2016;5;1;18;-999
2016;5;1;19;-999
2016;5;1;20;-999
2016;5;1;21;-999
2016;5;1;22;-999
2016;5;1;23;-999
2016;5;2;0;-999
2016;5;2;1;-999
2016;5;2;2;-999
2016;5;2;3;-999
2016;5;2;4;-999
2016;5;2;5;-999
2016;5;2;6;-999
2016;5;2;7;-999
2016;5;2;8;-999
2016;5;2;9;-999
2016;5;2;10;-999
2016;5;2;11;-999
2016;5;2;12;-999
2016;5;2;13;-999
2016;5;2;14;-999
2016;5;2;15;-999
2016;5;2;16;-999
2016;5;2;17;-999
2016;5;2;18;-999
2016;5;2;19;-999
2016;5;2;20;-999
2016;5;2;21;-999
2016;5;2;22;-999
2016;5;2;23;-999
2016;5;3;0;-999
2016;5;3;1;-999
2016;5;3;2;-999
2016;5;3;3;-999
2016;5;3;4;-999
2016;5;3;5;-999
2016;5;3;6;-999
2016;5;3;7;-999
2016;5;3;8;-999
2016;5;3;9;-999
2016;5;3;10;-999
2016;5;3;11;-999
2016;5;3;12;-999
2016;5;3;13;-999
2016;5;3;14;-999
2016;5;3;15;-999
2016;5;3;16;-999
2016;5;3;17;-999
2016;5;3;18;-999
2016;5;3;19;-999
2016;5;3;20;-999
2016;5;3;21;-999
2016;5;3;22;-999
2016;5;3;23;-999
2016;5;4;0;-999
2016;5;4;1;-999
2016;5;4;2;-999
2016;5;4;3;-999
2016;5;4;4;-999
2016;5;4;5;-999
2016;5;4;6;-999
2016;5;4;7;-999
2016;5;4;8;-999
2016;5;4;9;-999
2016;5;4;10;-999
2016;5;4;11;-999
2016;5;4;12;-999
2016;5;4;13;-999
2016;5;4;14;-999
2016;5;4;15;-999
2016;5;4;16;-999
2016;5;4;17;-999
2016;5;4;18;-999
2016;5;4;19;-999
2016;5;4;20;-999
2016;5;4;21;-999
2016;5;4;22;-999
2016;5;4;23;-999
2016;5;5;0;-999
2016;5;5;1;-999
2016;5;5;2;-999
2016;5;5;3;-999
2016;5;5;4;-999
2016;5;5;5;-999
2016;5;5;6;-999
2016;5;5;7;-999
2016;5;5;8;-999
2016;5;5;9;-999
2016;5;5;10;-999
2016;5;5;11;-999
2016;5;5;12;-999
2016;5;5;13;-999
2016;5;5;14;-999
2016;5;5;15;-999
2016;5;5;16;-999
2016;5;5;17;-999
2016;5;5;18;-999
2016;5;5;19;-999
2016;5;5;20;-999
2016;5;5;21;-999
2016;5;5;22;-999
2016;5;5;23;-999
2016;5;6;0;-999
2016;5;6;1;-999
2016;5;6;2;-999
2016;5;6;3;-999
2016;5;6;4;-999
2016;5;6;5;-999
2016;5;6;6;-999
2016;5;6;7;-999
2016;5;6;8;-999
2016;5;6;9;-999
2016;5;6;10;-999
2016;5;6;11;-999
2016;5;6;12;-999
2016;5;6;13;-999
2016;5;6;14;-999
2016;5;6;15;-999
2016;5;6;16;-999
2016;5;6;17;-999
2016;5;6;18;-999
2016;5;6;19;-999
2016;5;6;20;-999
2016;5;6;21;-999
2016;5;6;22;-999
2016;5;6;23;-999
2016;5;7;0;-999
2016;5;7;1;-999
2016;5;7;2;-999
2016;5;7;3;-999
2016;5;7;4;-999
2016;5;7;5;-999
2016;5;7;6;-999
2016;5;7;7;-999
2016;5;7;8;-999
2016;5;7;9;-999
2016;5;7;10;-999
2016;5;7;11;-999
2016;5;7;12;-999
2016;5;7;13;-999
2016;5;7;14;-999
2016;5;7;15;-999
2016;5;7;16;-999
2016;5;7;17;-999
2016;5;7;18;-999
2016;5;7;19;-999
2016;5;7;20;-999
2016;5;7;21;-999
2016;5;7;22;-999
2016;5;7;23;-999
2016;5;8;0;-999
2016;5;8;1;-999
2016;5;8;2;-999
2016;5;8;3;-999
2016;5;8;4;-999
2016;5;8;5;-999
2016;5;8;6;-999
2016;5;8;7;-999
2016;5;8;8;-999
2016;5;8;9;-999
2016;5;8;10;-999
2016;5;8;11;-999
2016;5;8;12;-999
2016;5;8;13;-999
2016;5;8;14;-999
2016;5;8;15;-999
2016;5;8;16;-999
2016;5;8;17;-999
2016;5;8;18;-999
2016;5;8;19;-999
2016;5;8;20;-999
2016;5;8;21;-999
2016;5;8;22;-999
2016;5;8;23;-999
2016;5;9;0;-999
2016;5;9;1;-999
2016;5;9;2;-999
2016;5;9;3;-999
2016;5;9;4;-999
2016;5;9;5;-999
2016;5;9;6;-999
2016;5;9;7;-999
2016;5;9;8;-999
2016;5;9;9;-999
2016;5;9;10;-999
2016;5;9;11;-999
2016;5;9;12;-999
2016;5;9;13;-999
2016;5;9;14;-999
2016;5;9;15;-999
2016;5;9;16;-999
2016;5;9;17;-999
2016;5;9;18;-999
2016;5;9;19;-999
2016;5;9;20;-999
2016;5;9;21;-999
2016;5;9;22;-999
2016;5;9;23;-999
2016;5;10;0;-999
2016;5;10;1;-999
2016;5;10;2;-999
2016;5;10;3;-999
2016;5;10;4;-999
2016;5;10;5;-999
2016;5;10;6;-999
2016;5;10;7;-999
2016;5;10;8;-999
2016;5;10;9;-999
2016;5;10;10;-999
2016;5;10;11;-999
2016;5;10;12;-999
2016;5;10;13;-999
2016;5;10;14;-999
2016;5;10;15;-999
2016;5;10;16;-999
2016;5;10;17;-999
2016;5;10;18;-999
2016;5;10;19;-999
2016;5;10;20;-999
2016;5;10;21;-999
2016;5;10;22;-999
2016;5;10;23;-999
2016;5;11;0;-999
2016;5;11;1;-999
2016;5;11;2;-999
2016;5;11;3;-999
2016;5;11;4;-999
2016;5;11;5;-999
2016;5;11;6;-999
2016;5;11;7;-999
2016;5;11;8;-999
2016;5;11;9;-999
2016;5;11;10;-999
2016;5;11;11;-999
2016;5;11;12;-999
2016;5;11;13;-999
2016;5;11;14;-999
2016;5;11;15;-999
2016;5;11;16;-999
2016;5;11;17;-999
2016;5;11;18;-999
2016;5;11;19;-999
2016;5;11;20;-999
2016;5;11;21;-999
2016;5;11;22;-999
2016;5;11;23;-999
2016;5;12;0;-999
2016;5;12;1;-999
2016;5;12;2;-999
2016;5;12;3;-999
2016;5;12;4;-999
2016;5;12;5;-999
2016;5;12;6;-999
2016;5;12;7;-999
2016;5;12;8;-999
2016;5;12;9;-999
2016;5;12;10;-999
2016;5;12;11;-999
2016;5;12;12;-999
2016;5;12;13;-999
2016;5;12;14;-999
2016;5;12;15;-999
2016;5;12;16;-999
2016;5;12;17;-999
2016;5;12;18;-999
2016;5;12;19;-999
2016;5;12;20;-999
2016;5;12;21;-999
2016;5;12;22;-999
2016;5;12;23;-999
2016;5;13;0;-999
2016;5;13;1;-999
2016;5;13;2;-999
2016;5;13;3;-999
2016;5;13;4;-999
2016;5;13;5;-999
2016;5;13;6;-999
2016;5;13;7;-999
2016;5;13;8;-999
2016;5;13;9;-999
2016;5;13;10;-999
2016;5;13;11;-999
2016;5;13;12;-999
2016;5;13;13;-999
2016;5;13;14;-999
2016;5;13;15;-999
2016;5;13;16;-999
2016;5;13;17;-999
2016;5;13;18;-999
2016;5;13;19;-999
2016;5;13;20;-999
2016;5;13;21;-999
2016;5;13;22;-999
2016;5;13;23;-999
2016;5;14;0;-999
2016;5;14;1;-999
2016;5;14;2;-999
2016;5;14;3;-999
2016;5;14;4;-999
2016;5;14;5;-999
2016;5;14;6;-999
2016;5;14;7;-999
2016;5;14;8;-999
2016;5;14;9;-999
2016;5;14;10;-999
2016;5;14;11;-999
2016;5;14;12;-999
2016;5;14;13;-999
2016;5;14;14;-999
2016;5;14;15;-999
2016;5;14;16;-999
2016;5;14;17;-999
2016;5;14;18;-999
2016;5;14;19;-999
