year;month;day;hour;NO2;NOx;PM10;SO2;NO
2016;1;11;23;9.32540649879712;33.765512;-999;2.08442;15.939755
2016;1;12;0;13.8812915990377;47.788672;-999;2.02419;22.11428
2016;1;12;1;15.7535148997594;36.90692;-999;1.68873;13.79618
2016;1;12;2;10.7082331550922;13.8235052;8.28224;1.28346;2.03177
2016;1;12;3;10.3843290986367;14.352646;5.38668;1.21474;2.588123
2016;1;12;4;14.0069223287891;20.029592;8.85832;1.42126;3.927965
2016;1;12;5;13.3783296744186;35.557752;9.00992;1.48643;14.465345
2016;1;12;6;16.7148115477145;47.638;4.78028;1.60154;20.168
2016;1;12;7;32.5368363432237;153.07916;10.70784;3.076;78.6173
2016;1;12;8;38.4624780753809;382.18488;26.42876;6.469;224.1746
2016;1;12;9;35.6145071050521;269.46468;37.253;5.0407;152.5163
2016;1;12;10;39.9992992141139;124.20036;37.9352;3.25556;54.91565
2016;1;12;11;31.7597311467522;61.95442;38.5416;2.66001;19.692875
2016;1;12;12;24.3885915412991;45.101516;54.9144;5.6913;13.5089
2016;1;12;13;28.4098275926223;55.720624;20.01608;2.82922;17.81201
2016;1;12;14;30.2596640481155;51.732804;28.39956;2.31458;14.00471
2016;1;12;15;23.5660159101844;44.7484;25.77688;2.11472;13.81508
2016;1;12;16;40.0945651098637;62.573276;29.27884;2.04156;14.66054
2016;1;12;17;50.8860900272654;82.740792;32.75048;1.96234;20.77553
2016;1;12;18;37.3532835605453;323.5862;61.76672;6.5458;186.68015
2016;1;12;19;35.2694966800321;161.84428;64.48036;3.9852;82.55165
2016;1;12;20;32.2946847473938;231.94804;55.02052;4.78357;130.21325
2016;1;12;21;24.6738161347233;206.87216;68.92224;-999;118.82915
2016;1;12;22;21.8167321251002;144.53248;65.0716;4.64798;80.0348
2016;1;12;23;-999;-999;58.91664;4.73591;-999
2016;1;13;0;18.8104016038493;113.9784;46.5764;2.49191;62.06825
2016;1;13;1;14.0195674739374;122.26192;87.75096;2.80667;70.5953
2016;1;13;2;17.8111841892542;41.267292;37.82908;1.33592;15.297995
2016;1;13;3;15.2969483207699;37.666988;25.2766;1.12385;14.589665
2016;1;13;4;15.4967976070569;41.087208;16.77184;1.4449;16.68998
2016;1;13;5;10.2819754290297;137.39448;28.74824;2.93228;82.90235
2016;1;13;6;11.4729592301524;117.18448;39.31476;2.49302;68.9447
2016;1;13;7;2.29009395348839;250.38988;42.16484;4.73518;161.80985
2016;1;13;8;10.6389169847634;234.73444;34.70612;4.27337;146.15435
2016;1;13;9;13.4049815236568;366.40388;45.80324;6.6674;230.2247
2016;1;13;10;17.8077534562951;209.39368;83.74872;4.57076999999999;124.9517
2016;1;13;11;26.5023412028869;140.01404;88.418;7.4255;74.03195
2016;1;13;12;25.9289039935846;99.54072;71.92392;7.8725;48.00938
2016;1;13;13;19.6870723143545;53.930448;75.28944;3.71291;22.333415
2016;1;13;14;28.7660859534884;82.931712;62.1154;5.3263;35.32664
2016;1;13;15;33.6648082983159;70.288164;74.13728;6.1003;23.88563
2016;1;13;16;32.3974188227747;58.711016;55.56628;3.73952;17.16164
2016;1;13;17;43.6915617963112;188.19468;68.22488;5.7962;94.24445
2016;1;13;18;34.3335438011227;263.78696;93.36016;5.5612;149.64875
2016;1;13;19;28.9516370489174;240.7166;97.08952;4.9417;138.1124
2016;1;13;20;25.8836515156375;152.31032;69.95312;3.23892;82.45505
2016;1;13;21;24.4815911467522;135.98408;56.961;2.98586;72.72155
2016;1;13;22;20.0030425982357;188.04676;80.88348;-999;109.59755
2016;1;13;23;19.3763565036086;102.06568;74.57692;3.7277;53.9297
2016;1;14;0;-999;-999;53.15584;4.13335;-999
2016;1;14;1;18.5261201026464;89.645904;49.89644;1.99242;46.384085
2016;1;14;2;20.5909312526063;82.938936;38.58708;2.04375;40.66316
2016;1;14;3;16.0899324811548;87.134532;45.27264;1.95916;46.33505
2016;1;14;4;16.8201659085806;47.495584;38.43548;1.2938;20.006405
2016;1;14;5;12.8531865950281;57.744892;34.1452;1.37021;29.27822
2016;1;14;6;13.4257865276664;109.3086;21.22888;2.16975;62.53445
2016;1;14;7;6.07797404971932;222.63252;39.51184;4.19431;141.23615
2016;1;14;8;-999;-999;90.22204;4.52754;-999
2016;1;14;9;5.09131964715314;354.8816;139.49204;6.3578;228.13205
2016;1;14;10;14.9088157497996;345.37172;111.33992;6.8284;215.5268
2016;1;14;11;34.8139090938252;167.48072;113.26524;4.33027;86.52485
2016;1;14;12;33.0228851643945;125.425;117.11588;3.79826;60.26435
2016;1;14;13;36.75235797915;153.0396;100.60664;4.15773;75.84215
2016;1;14;14;31.6848559743384;82.49552;72.13616;2.92306;33.138545
2016;1;14;15;38.1627186527666;152.46168;62.0396;3.78202;74.5454
2016;1;14;16;41.9095086768244;169.40196;63.66172;4.05133;83.15015
2016;1;14;17;43.2144833039294;163.95644;61.0542;3.90072;78.7475
2016;1;14;18;46.9343929751403;143.28892;68.1036;3.69593;62.8421
2016;1;14;19;41.34768638332;174.51036;65.87508;5.0267;86.84825
2016;1;14;20;36.1172029831596;148.24596;74.72852;4.67349;73.13
2016;1;14;21;32.0709301684041;246.79336;103.86604;5.2672;140.04125
2016;1;14;22;29.5661277947072;238.77128;104.04796;5.3492;136.4429
2016;1;14;23;22.9264301202887;219.29228;196.02368;-999;128.06915
2016;1;15;0;20.700947489976;192.61336;230.80072;8.12;112.1207
2016;1;15;1;-999;-999;176.1944;6.0556;-999
2016;1;15;2;24.3443703287891;102.8414;122.54316;4.0299;51.1955
2016;1;15;3;24.5134737834804;90.576424;122.04288;3.26072;43.086035
2016;1;15;4;19.3073427586207;75.0161;102.62292;2.44168;36.333065
2016;1;15;5;18.0651981042502;89.127668;89.19116;2.4191;46.346705
2016;1;15;6;18.2155288532478;139.40344;89.35792;3.38189;79.03835
2016;1;15;7;22.609292510024;155.66088;60.372;3.38262;86.7758
2016;1;15;8;25.8127101523657;215.00948;41.52812;4.16217;123.3935
2016;1;15;9;25.6673925260625;256.51824;59.614;6.0138;150.56015
2016;1;15;10;28.952221074579;165.11744;52.4888;3.69776;88.8065
2016;1;15;11;26.5168327698476;79.816792;8.76736;2.2492;34.762055
2016;1;15;12;27.4652606575782;93.8114;25.8072;2.42209;43.27073
2016;1;15;13;18.4627052927025;30.39242;23.5332;1.61706;7.78052
2016;1;15;14;20.8644801315156;36.145132;19.12164;2.41324;9.96599
2016;1;15;15;22.5586203624699;32.236088;24.95824;1.6045;6.311612
2016;1;15;16;21.4243663287891;27.567492;19.72804;1.40464;4.006526
2016;1;15;17;33.1368896968725;70.574716;16.37768;1.78479;24.416825
2016;1;15;18;37.0546460946271;132.35144;25.0492;2.70804;62.15225
2016;1;15;19;36.1734621651964;139.38796;41.61908;2.69067;67.31615
2016;1;15;20;23.2599646832398;195.09188;63.94976;3.5995;112.0682
2016;1;15;21;16.7795514033681;305.8186;73.68248;5.5982;188.5103
2016;1;15;22;28.6709401122694;173.12576;71.78748;3.1196;94.21295
2016;1;15;23;23.2103948035285;142.56136;59.58368;2.70914;77.8403
2016;1;16;0;24.8688206896552;124.5994;72.66676;-999;65.04395
2016;1;16;1;25.3574580593424;105.6536;85.9166;3.59286;52.368875
2016;1;16;2;-999;-999;67.98232;3.35271;-999
2016;1;16;3;17.991570415397;80.745764;66.57244;1.71201;40.928075
2016;1;16;4;17.5390377257418;87.672892;65.16256;1.89525;45.741065
2016;1;16;5;16.9039203528468;110.60204;61.31192;2.22924;61.1096
2016;1;16;6;15.9512425661588;110.86004;57.14292;2.21298;61.8992
2016;1;16;7;17.6853701684042;123.9974;49.89644;2.43613;69.33635
2016;1;16;8;18.8657709061748;116.88176;49.29004;2.91383;63.9257
2016;1;16;9;20.1221617000802;127.91212;50.32092;2.54661;70.30025
2016;1;16;10;20.6422013151564;174.30912;64.67744;3.1798;100.22105
2016;1;16;11;26.1735602886929;120.15664;65.9054;2.2732;61.29545
2016;1;16;12;29.3798281956696;94.164;81.217;1.85905;42.25202
2016;1;16;13;30.7672506816359;102.678;73.22768;2.13613;46.89995
2016;1;16;14;14.3824826303128;96.96072;64.95032;3.2526;53.85725
2016;1;16;15;15.3938180593424;98.70136;44.72688;3.2611;54.3329
2016;1;16;16;20.3911321251003;99.3412;40.37596;3.42808;51.49097
2016;1;16;17;18.6906444266239;97.50596;34.79708;3.16023;51.403085
2016;1;16;18;21.8181427746592;127.34452;35.08512;3.48756;68.82395
2016;1;16;19;14.3610470890136;93.79764;31.96216;2.6977;51.80828
2016;1;16;20;14.8398883849238;77.277728;23.988;2.46458;40.72175
2016;1;16;21;12.4434332830794;73.100192;17.48436;2.33749;39.560135
