year;month;day;hour;PM10;PM25
2016;7;24;15;20.769091238890024;18.350870827285895
2016;7;24;16;20.769091238890024;18.350870827285895
2016;7;24;17;20.769091238890024;18.350870827285895
2016;7;24;18;20.769091238890024;18.350870827285895
2016;7;24;19;20.769091238890024;18.350870827285895
2016;7;24;20;20.769091238890024;18.350870827285895
2016;7;24;21;20.769091238890024;18.350870827285895
2016;7;24;22;20.769091238890024;18.350870827285895
2016;7;24;23;20.769091238890024;18.350870827285895
2016;7;25;0;14.88840500816552;13.790600616948117
2016;7;25;1;14.88840500816552;13.790600616948117
2016;7;25;2;14.88840500816552;13.790600616948117
2016;7;25;3;14.88840500816552;13.790600616948117
2016;7;25;4;14.88840500816552;13.790600616948117
2016;7;25;5;14.88840500816552;13.790600616948117
2016;7;25;6;14.88840500816552;13.790600616948117
2016;7;25;7;14.88840500816552;13.790600616948117
2016;7;25;8;14.88840500816552;13.790600616948117
2016;7;25;9;14.88840500816552;13.790600616948117
2016;7;25;10;14.88840500816552;13.790600616948117
2016;7;25;11;14.88840500816552;13.790600616948117
2016;7;25;12;14.88840500816552;13.790600616948117
2016;7;25;13;14.88840500816552;13.790600616948117
2016;7;25;14;14.88840500816552;13.790600616948117
2016;7;25;15;14.88840500816552;13.790600616948117
2016;7;25;16;14.88840500816552;13.790600616948117
2016;7;25;17;14.88840500816552;13.790600616948117
2016;7;25;18;14.88840500816552;13.790600616948117
2016;7;25;19;14.88840500816552;13.790600616948117
2016;7;25;20;14.88840500816552;13.790600616948117
2016;7;25;21;14.88840500816552;13.790600616948117
2016;7;25;22;14.88840500816552;13.790600616948117
2016;7;25;23;14.88840500816552;13.790600616948117
2016;7;26;0;16.182873730043614;7.2024673439764273
2016;7;26;1;16.182873730043614;7.2024673439764273
2016;7;26;2;16.182873730043614;7.2024673439764273
2016;7;26;3;16.182873730043614;7.2024673439764273
2016;7;26;4;16.182873730043614;7.2024673439764273
2016;7;26;5;16.182873730043614;7.2024673439764273
2016;7;26;6;16.182873730043614;7.2024673439764273
2016;7;26;7;16.182873730043614;7.2024673439764273
2016;7;26;8;16.182873730043614;7.2024673439764273
2016;7;26;9;16.182873730043614;7.2024673439764273
2016;7;26;10;16.182873730043614;7.2024673439764273
2016;7;26;11;16.182873730043614;7.2024673439764273
2016;7;26;12;16.182873730043614;7.2024673439764273
2016;7;26;13;16.182873730043614;7.2024673439764273
2016;7;26;14;16.182873730043614;7.2024673439764273
2016;7;26;15;16.182873730043614;7.2024673439764273
2016;7;26;16;16.182873730043614;7.2024673439764273
2016;7;26;17;16.182873730043614;7.2024673439764273
