year;month;day;hour;NO2;PM10;SO2
2016;1;1;0;4.484;28.72;3.967
2016;1;1;1;4.924;29.63;4.09
2016;1;1;2;4.413;32.56;3.865
2016;1;1;3;4.002;30.64;3.288
2016;1;1;4;3.555;24.83;7.257
2016;1;1;5;3.186;28.26;12.851
2016;1;1;6;2.794;20.38;7.916
2016;1;1;7;3.843;28.08;4.624
2016;1;1;8;2.609;32.58;3.636
2016;1;1;9;3.226;30.6;6.551
2016;1;1;10;3.141;19.48;9.089
2016;1;1;11;3.719;28.39;11.583
2016;1;1;12;3.263;26.82;-999
2016;1;1;13;5.556;29.7;11.607
2016;1;1;14;4.027;25;10.304
2016;1;1;15;4.228;26.87;10.082
2016;1;1;16;4.78;29.53;9.476
2016;1;1;17;5.427;30.94;8.283
2016;1;1;18;5.095;28.58;6.863
2016;1;1;19;5.769;29.79;5.444
2016;1;1;20;4.319;23.61;4.327
2016;1;1;21;3.021;9.357;3.572
2016;1;1;22;3.018;9.222;3.265
2016;1;1;23;2.834;7.278;3.047
2016;1;2;0;2.719;7.807;2.951
2016;1;2;1;2.935;6.908;2.868
2016;1;2;2;3.863;16.3;2.693
2016;1;2;3;4.205;19.88;2.614
2016;1;2;4;3.72;13.36;2.493
2016;1;2;5;3.211;16.29;2.521
2016;1;2;6;3.494;26.2;2.756
2016;1;2;7;4.076;25.8;2.926
2016;1;2;8;5.323;52.24;3.212
2016;1;2;9;5.156;52.36;3.724
2016;1;2;10;4.366;39.58;3.369
2016;1;2;11;4.351;34.75;3.614
2016;1;2;12;5.239;41.76;4.218
2016;1;2;13;5.835;50.89;-999
2016;1;2;14;8.392;48.6;8.786
2016;1;2;15;7.006;52.65;9.456
2016;1;2;16;10.331;52.29;10.232
2016;1;2;17;8.934;44.78;11.839
2016;1;2;18;8.502;46.24;13.543
2016;1;2;19;8.231;46.46;20.521
2016;1;2;20;7.158;37.48;29.169
2016;1;2;21;6.602;29.33;25.707
2016;1;2;22;6.061;25.31;24.929
2016;1;2;23;6.534;24.37;24.61
2016;1;3;0;6.344;22.8;27.146
2016;1;3;1;5.179;24.21;19.375
2016;1;3;2;4.393;20.95;15.894
2016;1;3;3;4.171;22.01;20.265
2016;1;3;4;4.761;19.38;23.197
2016;1;3;5;4.632;19.53;21.14
2016;1;3;6;4.554;13.05;19.41
2016;1;3;7;4.984;12.82;25.471
2016;1;3;8;4.677;12.66;25.413
2016;1;3;9;4.684;18.31;22.849
2016;1;3;10;3.882;17.27;13.045
2016;1;3;11;4.006;21.27;11.728
2016;1;3;12;4.231;23.82;11.338
2016;1;3;13;3.945;21.29;13.445
2016;1;3;14;4.356;25.53;-999
2016;1;3;15;7.214;25.08;14.9
2016;1;3;16;4.248;18.52;12.804
2016;1;3;17;3.609;20.27;12.827
2016;1;3;18;4.12;20.81;12.452
2016;1;3;19;4.665;21.98;11.293
2016;1;3;20;4.907;24.32;13.402
2016;1;3;21;5.336;22.83;13.317
2016;1;3;22;6.39;26.38;13.046
2016;1;3;23;6.168;26.95;10.563
2016;1;4;0;6.069;25.52;8.313
2016;1;4;1;5.561;20.55;14.719
2016;1;4;2;4.921;24.92;12.532
2016;1;4;3;5.356;26.21;10.631
2016;1;4;4;5.237;29.45;7.476
2016;1;4;5;5.442;25.72;7.696
2016;1;4;6;5.596;29.44;8.055
2016;1;4;7;5.55;29.62;8.521
2016;1;4;8;5.548;34.9;8.506
2016;1;4;9;5.373;37.02;7.306
2016;1;4;10;4.824;46.02;6.724
2016;1;4;11;4.593;18.05;5.862
2016;1;4;12;5.418;27.63;6.279
2016;1;4;13;6.504;28.07;6.602
2016;1;4;14;6.179;27.2;6.21
2016;1;4;15;6.379;24.56;-999
2016;1;4;16;10.584;27.51;6.299
2016;1;4;17;9.001;24.91;7.789
2016;1;4;18;8.972;24.42;8.601
2016;1;4;19;9.037;32.81;11.16
2016;1;4;20;7.968;33.88;10.891
2016;1;4;21;10.914;42.09;11.857
2016;1;4;22;11.227;36.33;13.693
2016;1;4;23;9.14;38.39;11.767
2016;1;5;0;9.389;27.19;13.642
2016;1;5;1;9.273;35.99;11.167
2016;1;5;2;7.73;33.42;7.299
2016;1;5;3;7.452;34.01;6.907
2016;1;5;4;5.862;30.04;7.301
2016;1;5;5;5.85;28.08;6.589
2016;1;5;6;6.532;31.35;5.778
2016;1;5;7;6.93;33.36;5.718
2016;1;5;8;6.688;41.78;6.435
2016;1;5;9;8.19;44.24;6.685
2016;1;5;10;7.349;39.78;9.452
2016;1;5;11;9.811;54.33;10.508
2016;1;5;12;8.363;54.57;16.777
2016;1;5;13;11.348;66.38;15.891
2016;1;5;14;13.577;64.47;13.943
2016;1;5;15;9.349;52.26;18.429
2016;1;5;16;8.884;61.94;-999
2016;1;5;17;11.325;61.28;26.43
2016;1;5;18;9.079;68.88;33.741
2016;1;5;19;9.357;56.21;42.805
2016;1;5;20;14.635;64.67;43.6
2016;1;5;21;16.403;63.62;43.92
2016;1;5;22;15.388;59.65;44.782
2016;1;5;23;17.205;57.04;46.951
2016;1;6;0;19.232;54.82;44.122
2016;1;6;1;18.106;61.98;39.225
2016;1;6;2;18.064;54.36;40.072
2016;1;6;3;14.133;38.35;34.476
2016;1;6;4;8.817;23.59;28.845
2016;1;6;5;7.816;26.39;28.501
2016;1;6;6;7.829;30.97;29.114
2016;1;6;7;9.227;29.99;27.251
2016;1;6;8;6.842;30.84;22.367
2016;1;6;9;6.462;34.19;17.626
2016;1;6;10;6.102;32.44;13.574
2016;1;6;11;5.616;24.68;11.441
2016;1;6;12;5.571;22.97;9.977
2016;1;6;13;5.21;16.73;8.358
2016;1;6;14;5.698;17.31;7.098
2016;1;6;15;7.108;22.01;6.404
2016;1;6;16;7.936;25.32;6.956
2016;1;6;17;8.536;17.63;-999
2016;1;6;18;11.435;13.16;8.243
2016;1;6;19;8.474;11.57;7.747
2016;1;6;20;7.195;8.607;8.527
2016;1;6;21;8.858;14.32;7.99
2016;1;6;22;11.088;17.67;6.864
2016;1;6;23;11.225;18.12;6.927
2016;1;7;0;13.421;17.25;8.079
2016;1;7;1;16.732;11.27;9.974
2016;1;7;2;15.313;14.16;11.4
2016;1;7;3;10.068;9.151;10.121
2016;1;7;4;7.842;9.645;7.161
2016;1;7;5;6.271;10.53;7.632
2016;1;7;6;5.952;7.473;9.346
2016;1;7;7;5.984;6.577;8.529
2016;1;7;8;5.406;10.7;5.967
2016;1;7;9;4.87;10.53;4.248
2016;1;7;10;4.171;4.298;3.746
2016;1;7;11;4.873;15.86;3.376
2016;1;7;12;5.131;16.31;3.496
2016;1;7;13;5.361;21.05;3.542
2016;1;7;14;4.792;8.71;3.297
2016;1;7;15;5.384;8.584;2.927
2016;1;7;16;6.578;12.28;2.88
2016;1;7;17;7.785;23.44;2.764
2016;1;7;18;7.776;27.13;-999
2016;1;7;19;11.861;13.93;2.224
2016;1;7;20;7.471;12.89;2.139
2016;1;7;21;4.438;12.59;2.184
2016;1;7;22;3.09;5.347;2.097
2016;1;7;23;2.343;4.158;2.315
2016;1;8;0;2.661;8.256;2.474
2016;1;8;1;2.417;4.156;2.558
2016;1;8;2;2.602;9.069;2.398
2016;1;8;3;6.101;4.522;2.092
2016;1;8;4;8.353;27.63;1.903
2016;1;8;5;7.034;25.89;1.771
2016;1;8;6;5.713;17.07;1.841
2016;1;8;7;4.961;18.06;1.854
2016;1;8;8;4.747;18.59;1.884
2016;1;8;9;3.466;6.203;2.052
2016;1;8;10;4.425;11.37;2.231
2016;1;8;11;6.107;10.16;2.525
2016;1;8;12;15.752;25.51;2.517
2016;1;8;13;8.493;10.19;2.488
2016;1;8;14;10.227;15.23;2.476
2016;1;8;15;21.312;40.6;2.547
2016;1;8;16;17.504;50.92;2.368
2016;1;8;17;22.194;50.96;3.104
2016;1;8;18;10.815;20.79;7.475
2016;1;8;19;13.957;31.01;-999
2016;1;8;20;9.896;25.79;11.827
2016;1;8;21;5.64;26.31;12.689
2016;1;8;22;6.166;20.92;8.944
2016;1;8;23;6.481;23.67;4.748
2016;1;9;0;5.56;18.24;4.637
2016;1;9;1;4.743;20.16;11.069
2016;1;9;2;5.021;14.95;16.455
2016;1;9;3;4.808;24.36;22.266
2016;1;9;4;4.572;17.76;22.601
2016;1;9;5;5.069;17.88;25.213
2016;1;9;6;5.174;15.96;22.827
2016;1;9;7;5.342;18.45;21.146
2016;1;9;8;4.98;12.36;19.493
2016;1;9;9;4.883;14.35;15.636
2016;1;9;10;6.654;17.57;13.043
2016;1;9;11;3.757;12.73;9.308
2016;1;9;12;8.784;44.91;7.765
2016;1;9;13;6.994;30.87;7.004
2016;1;9;14;5.018;9.705;6.03
2016;1;9;15;4.128;7.177;5.947
2016;1;9;16;7.47;21.83;5.294
2016;1;9;17;6.847;25.13;5.132
2016;1;9;18;5.029;20.63;5.058
2016;1;9;19;2.875;7;5.785
2016;1;9;20;2.629;14.98;-999
2016;1;9;21;4.852;14.94;5.205
2016;1;9;22;2.919;12.47;7.016
2016;1;9;23;3.452;17.92;8.992
2016;1;10;0;4.061;11.09;12.976
2016;1;10;1;4.218;12.26;13.616
2016;1;10;2;4.369;13.76;16.97
2016;1;10;3;5.055;17.37;18.758
2016;1;10;4;5.031;16.84;15.58
2016;1;10;5;4.399;14.54;11.988
2016;1;10;6;3.982;19.32;9.089
2016;1;10;7;3.499;9.657;7.813
2016;1;10;8;2.616;12.1;5.411
2016;1;10;9;3.29;10.74;4.343
2016;1;10;10;7.891;48.11;2.669
2016;1;10;11;7.914;32.53;2.613
2016;1;10;12;7.925;22.81;2.619
2016;1;10;13;7.268;30.15;2.605
2016;1;10;14;6.644;20.51;2.591
2016;1;10;15;8.93;27.9;2.716
2016;1;10;16;11.094;44.77;2.818
2016;1;10;17;4.708;16.54;2.99
2016;1;10;18;3.357;6.341;3.069
2016;1;10;19;2.628;10.68;2.968
2016;1;10;20;2.797;9.353;3.082
2016;1;10;21;2.619;8.529;-999
2016;1;10;22;4.181;14.19;3.754
2016;1;10;23;3.159;17.04;3.686
2016;1;11;0;2.795;13.58;3.605
2016;1;11;1;2.854;12.41;3.222
2016;1;11;2;2.802;11.1;3.775
2016;1;11;3;2.63;8.595;4.125
2016;1;11;4;2.192;9.589;2.808
2016;1;11;5;1.899;13.14;2.44
2016;1;11;6;1.687;7.687;2.518
2016;1;11;7;2.313;7.427;3.214
2016;1;11;8;3.838;12.56;3.502
2016;1;11;9;2.909;15.41;4.326
2016;1;11;10;3.298;11.66;5.24
2016;1;11;11;2.832;15.15;3.003
2016;1;11;12;2.169;8.159;2.469
2016;1;11;13;2.376;8.759;2.534
2016;1;11;14;2.924;8.642;2.572
2016;1;11;15;3.065;1.447;2.699
2016;1;11;16;3.437;5.137;3.073
2016;1;11;17;2.988;9.7;2.94
2016;1;11;18;4.767;12.46;4.012
2016;1;11;19;3.688;14.93;4.005
2016;1;11;20;2.99;13.8;2.509
2016;1;11;21;2.645;6.885;2.478
2016;1;11;22;-999;-999;-999
2016;1;11;23;2.68;13.93;2.727
2016;1;12;0;1.296;43.63;2.47
2016;1;12;1;1.433;-999;2.287
2016;1;12;2;0.825;1.642;2.211
2016;1;12;3;1.053;2.573;2.136
2016;1;12;4;0.865;0.569;2.115
2016;1;12;5;1.006;0.209;2.119
2016;1;12;6;2.352;-999;2.077
2016;1;12;7;1.587;5.524;2.032
2016;1;12;8;-999;-999;-999
2016;1;12;9;1.604;10.41;1.969
2016;1;12;10;1.498;9.392;2.048
2016;1;12;11;1.54;-999;2.119
2016;1;12;12;1.512;8.921;2.266
2016;1;12;13;1.595;-999;2.399
2016;1;12;14;2.259;8.667;2.494
2016;1;12;15;2.313;7.728;2.375
2016;1;12;16;2.899;12.36;2.263
2016;1;12;17;2.476;13.1;2.227
2016;1;12;18;2.32;11.98;2.181
2016;1;12;19;2.421;13.02;2.068
2016;1;12;20;3.009;10.53;2.161
2016;1;12;21;2.504;7.88;2.147
2016;1;12;22;2.04;4.454;2.076
2016;1;12;23;2.875;9.999;-999
2016;1;13;0;5.634;9.138;2.1
2016;1;13;1;3.062;7.992;2.032
2016;1;13;2;2.044;4.061;1.925
2016;1;13;3;1.455;0.55;1.925
2016;1;13;4;1.436;4.9;1.883
2016;1;13;5;2.058;4.461;1.952
2016;1;13;6;2.792;7.431;2.004
2016;1;13;7;3.553;7.053;2.003
2016;1;13;8;10.324;16.4;1.966
2016;1;13;9;13.572;13.86;2.023
2016;1;13;10;6.266;13.34;1.982
2016;1;13;11;5.929;14.54;2.018
2016;1;13;12;7.238;10.13;2.303
2016;1;13;13;5.7;13.83;2.087
2016;1;13;14;3.566;2.492;2.045
2016;1;13;15;2.98;-999;1.989
2016;1;13;16;3.952;4.392;2
2016;1;13;17;3.834;7.532;2.085
2016;1;13;18;3.108;0.148;2.253
2016;1;13;19;2.436;8.339;2.062
2016;1;13;20;2.42;-999;2.035
2016;1;13;21;2.302;-999;2.06
2016;1;13;22;2.752;6.163;2.037
2016;1;13;23;2.177;2.267;2.028
2016;1;14;0;3.337;5.868;-999
2016;1;14;1;5.86;6.724;2.032
2016;1;14;2;3.199;6.035;1.898
2016;1;14;3;2.561;2.968;1.837
2016;1;14;4;2.762;10.17;2.133
2016;1;14;5;2.732;10.79;2.084
2016;1;14;6;2.206;6.527;1.917
2016;1;14;7;1.825;4.439;1.843
2016;1;14;8;1.907;8.948;1.823
2016;1;14;9;4.88;11.53;1.872
2016;1;14;10;4.531;14.52;2.096
2016;1;14;11;4.71;9.989;2.127
2016;1;14;12;2.973;8.161;2.513
2016;1;14;13;3.274;4.169;3.132
2016;1;14;14;3.958;6.978;4.88
2016;1;14;15;5.008;14.06;8.91
2016;1;14;16;7.42;19.55;10.405
2016;1;14;17;12.171;29.63;10.549
2016;1;14;18;10.878;26.66;13.007
2016;1;14;19;8.666;29.97;16.576
2016;1;14;20;8.371;38.61;17.222
2016;1;14;21;9.02;35.81;19.761
2016;1;14;22;8.695;41.29;22.503
2016;1;14;23;8.602;31.54;24.662
2016;1;15;0;7.533;26.32;21.953
2016;1;15;1;5.905;26.49;-999
2016;1;15;2;7.232;19.88;11.043
2016;1;15;3;5.147;25.43;8.23
2016;1;15;4;4.25;19.77;4.394
2016;1;15;5;3.794;13.64;3.5
2016;1;15;6;4.755;12.46;3.063
2016;1;15;7;3.553;6.164;2.439
2016;1;15;8;8.085;11.91;2.276
2016;1;15;9;2.69;11.08;2.216
2016;1;15;10;4.178;6.209;2.226
2016;1;15;11;4.443;2.526;2.25
2016;1;15;12;4.087;12.54;2.255
2016;1;15;13;3.375;9.958;2.217
2016;1;15;14;2.952;6.94;2.142
2016;1;15;15;2.808;-999;2.103
2016;1;15;16;3.071;7.539;2.07
2016;1;15;17;3.383;3.189;2.051
2016;1;15;18;4.994;9.373;2.017
2016;1;15;19;3.857;7.682;1.998
2016;1;15;20;4.543;8.896;1.973
2016;1;15;21;3.631;7.414;1.923
2016;1;15;22;2.905;4;1.86
2016;1;15;23;2.599;6.877;1.875
2016;1;16;0;2.037;2.54;1.819
2016;1;16;1;1.845;4.706;1.795
2016;1;16;2;1.739;4.867;-999
2016;1;16;3;4.669;3.792;1.787
2016;1;16;4;2.195;10.9;1.76
2016;1;16;5;1.852;5.072;1.77
2016;1;16;6;1.993;3.637;1.764
2016;1;16;7;1.991;10.23;1.664
2016;1;16;8;2.356;14.24;1.685
2016;1;16;9;1.653;5.813;1.779
2016;1;16;10;8.031;36.93;1.952
2016;1;16;11;5.152;11.12;2.018
2016;1;16;12;5.246;7.573;2.081
2016;1;16;13;5.16;14.04;2.258
2016;1;16;14;6.057;9.539;2.538
2016;1;16;15;5.367;4.375;2.643
2016;1;16;16;5.632;11.67;2.61
2016;1;16;17;6.043;11.99;2.907
2016;1;16;18;5.765;13.67;3.243
2016;1;16;19;5.542;14.75;3.191
2016;1;16;20;5.58;10.79;3.031
2016;1;16;21;5.047;6.048;2.916
2016;1;16;22;4.617;12.8;2.73
2016;1;16;23;4.234;6.673;2.668
2016;1;17;0;4.258;7.826;2.575
2016;1;17;1;4.119;11.68;2.519
2016;1;17;2;3.895;7.564;2.481
2016;1;17;3;3.872;5.453;-999
2016;1;17;4;6.098;6.545;2.479
2016;1;17;5;3.743;12.53;2.519
2016;1;17;6;3.576;9.202;2.606
2016;1;17;7;3.622;13.94;2.47
2016;1;17;8;3.762;16.7;2.424
2016;1;17;9;4.009;12.88;2.487
2016;1;17;10;3.74;11.65;2.509
2016;1;17;11;3.221;11.1;2.632
2016;1;17;12;2.993;3.95;2.523
2016;1;17;13;2.934;8.598;2.51
2016;1;17;14;2.959;1.744;2.486
2016;1;17;15;2.796;9.058;2.551
2016;1;17;16;3.327;14.18;2.521
2016;1;17;17;3.852;9.691;2.738
2016;1;17;18;4.598;13.22;2.925
2016;1;17;19;4.591;19.09;2.615
2016;1;17;20;4.202;14.55;2.416
2016;1;17;21;3.834;11.72;2.332
2016;1;17;22;3.461;10.04;2.458
2016;1;17;23;3.175;9.821;2.385
2016;1;18;0;3.752;10.69;2.858
2016;1;18;1;4.679;18.05;3.503
2016;1;18;2;5.076;22.43;3.878
2016;1;18;3;5.47;19.61;3.828
2016;1;18;4;4.822;18.89;-999
2016;1;18;5;6.906;14.48;3.395
2016;1;18;6;5.344;10.62;3.24
2016;1;18;7;5.105;21.25;3.208
2016;1;18;8;4.513;17.96;3.183
2016;1;18;9;4.538;21.14;3.156
2016;1;18;10;3.84;10.62;3.01
2016;1;18;11;3.044;6.484;2.785
2016;1;18;12;2.755;7.532;2.76
2016;1;18;13;2.866;5.02;2.952
2016;1;18;14;2.841;1.482;2.879
2016;1;18;15;3.189;3.103;2.791
2016;1;18;16;3.548;9.797;2.857
2016;1;18;17;3.918;9.932;2.751
2016;1;18;18;5.422;27.06;2.569
2016;1;18;19;3.826;15.4;2.412
2016;1;18;20;2.929;10.76;2.701
2016;1;18;21;2.286;7.78;2.817
2016;1;18;22;2.471;8.774;2.716
2016;1;18;23;3.185;6.01;2.502
2016;1;19;0;2.466;8.569;2.292
2016;1;19;1;2.306;10.44;2.326
2016;1;19;2;2.033;6.078;2.36
2016;1;19;3;2.112;11.41;2.279
2016;1;19;4;1.839;13.09;2.142
2016;1;19;5;2.02;7.517;-999
2016;1;19;6;4.908;10.08;2.139
2016;1;19;7;4.591;17.7;2.189
2016;1;19;8;5.376;29.29;3.456
2016;1;19;9;7.937;26.26;9.967
2016;1;19;10;5.069;17.65;27.796
2016;1;19;11;3.461;12.25;18.583
2016;1;19;12;4.626;17.88;31.941
2016;1;19;13;4.264;9.208;25.03
2016;1;19;14;3.631;14.95;13.205
2016;1;19;15;4.606;1.017;11.022
2016;1;19;16;5.581;5.933;7.806
2016;1;19;17;5.676;21.94;7.218
2016;1;19;18;4.335;18.55;11.145
2016;1;19;19;5.019;18.67;15.347
2016;1;19;20;9.329;30.48;13.313
2016;1;19;21;8.65;24.47;14.776
2016;1;19;22;7.614;31.78;18.055
2016;1;19;23;7.127;27.38;16.876
2016;1;20;0;4.973;26.69;16.258
2016;1;20;1;4.83;32.73;14.953
2016;1;20;2;4.684;25.41;14.49
2016;1;20;3;3.63;28.6;17.436
2016;1;20;4;3.498;23.62;23.823
2016;1;20;5;4.592;27.93;37.973
2016;1;20;6;6.801;31.46;-999
2016;1;20;7;8.98;22.94;32.463
2016;1;20;8;12.062;32.99;40.242
2016;1;20;9;12.265;27.61;27.072
2016;1;20;10;11.297;16.18;16.032
2016;1;20;11;3.863;1.349;7.934
2016;1;20;12;3.307;5.391;7.868
2016;1;20;13;3.873;9.743;9.212
2016;1;20;14;5.523;24.1;8.954
2016;1;20;15;7.142;40.14;10.068
2016;1;20;16;6.886;44.19;8.03
2016;1;20;17;6.276;38.44;7.377
2016;1;20;18;5.637;36.1;6.061
2016;1;20;19;5.112;33.41;5.957
2016;1;20;20;4.665;30.73;5.297
2016;1;20;21;5.066;34.11;5.506
2016;1;20;22;6.081;36.5;5.968
2016;1;20;23;7.208;34.22;5.636
2016;1;21;0;6.087;32.67;5.115
2016;1;21;1;4.96;42.39;4.263
2016;1;21;2;4.28;24.56;4.549
2016;1;21;3;3.79;25.99;4.898
2016;1;21;4;3.538;24.79;3.786
2016;1;21;5;4.631;27.3;3.372
2016;1;21;6;6.265;41.97;2.95
2016;1;21;7;7.033;42.36;-999
2016;1;21;8;8.551;36.88;3.151
2016;1;21;9;5.542;27.78;3.365
2016;1;21;10;7.447;32.24;3.599
2016;1;21;11;9.476;42.22;3.415
2016;1;21;12;10.148;21.93;3.772
2016;1;21;13;9.083;17.12;3.419
2016;1;21;14;9.231;12.98;3.254
2016;1;21;15;10.601;9.272;3.167
2016;1;21;16;11.899;11.89;3.239
2016;1;21;17;11.272;8.278;3.082
2016;1;21;18;10.507;11.19;2.979
2016;1;21;19;9.069;8.626;2.889
2016;1;21;20;8.661;8.825;2.829
2016;1;21;21;7.657;9.902;2.786
2016;1;21;22;7.895;11.69;2.8
2016;1;21;23;6.418;11.67;2.622
2016;1;22;0;5.407;6.004;2.594
2016;1;22;1;4.604;5.174;2.613
2016;1;22;2;4.278;4.745;2.521
2016;1;22;3;4.22;5.76;2.543
2016;1;22;4;3.908;3.282;2.567
2016;1;22;5;3.615;6.207;2.596
2016;1;22;6;3.56;9.063;2.595
2016;1;22;7;3.647;6.83;2.451
2016;1;22;8;3.23;14.05;-999
2016;1;22;9;8.841;13.1;2.755
2016;1;22;10;5.813;12.97;3.411
2016;1;22;11;5.883;11.94;3.426
2016;1;22;12;5.063;7.39;3.245
2016;1;22;13;4.812;7.008;3.191
2016;1;22;14;4.708;2.869;3.08
2016;1;22;15;4.95;2.207;3.034
2016;1;22;16;5.62;9.334;3.085
2016;1;22;17;6.334;11.57;3.017
2016;1;22;18;5.495;12.37;2.848
2016;1;22;19;5.225;10.99;2.633
2016;1;22;20;5.017;11.23;2.525
2016;1;22;21;5.558;10.68;2.521
2016;1;22;22;5.185;10.3;2.51
2016;1;22;23;4.325;12.2;2.559
2016;1;23;0;3.681;10.51;2.534
2016;1;23;1;3.268;13.81;2.619
2016;1;23;2;3.12;10.59;2.812
2016;1;23;3;3.061;13.18;2.588
2016;1;23;4;3.197;11.44;2.475
2016;1;23;5;4.028;16.15;2.458
2016;1;23;6;3.827;16.16;5.013
2016;1;23;7;5.641;29.35;11.397
2016;1;23;8;7.697;31.64;22.486
2016;1;23;9;11.215;35.99;-999
2016;1;23;10;12.979;19.92;114.355
2016;1;23;11;10.879;27.49;136.365
2016;1;23;12;11.503;25.22;172.225
2016;1;23;13;10.754;28.01;161.489
2016;1;23;14;9.164;19.81;98.86
2016;1;23;15;8.518;31.72;54.356
2016;1;23;16;8.254;29.17;60.17
2016;1;23;17;11.447;45.16;61.065
2016;1;23;18;9.239;35.81;59.203
2016;1;23;19;7.818;33.54;59.403
2016;1;23;20;8.974;43.69;85.944
2016;1;23;21;7.458;36.4;84.298
2016;1;23;22;7.267;37.83;74.413
2016;1;23;23;7.28;43.32;58.942
2016;1;24;0;7.483;37.33;45.274
2016;1;24;1;7.353;44.57;43.029
2016;1;24;2;7.045;47.78;36.835
2016;1;24;3;7.175;45.06;32.744
2016;1;24;4;6.595;49.04;32.805
2016;1;24;5;5.936;45.27;23.683
2016;1;24;6;5.848;35.42;23.237
2016;1;24;7;6.637;44.67;16.675
2016;1;24;8;8.08;50.24;10.767
2016;1;24;9;7.559;51.12;7.377
2016;1;24;10;6.299;28.03;-999
2016;1;24;11;8.738;17.45;3.79
2016;1;24;12;5.881;13.65;3.302
2016;1;24;13;6.022;23.82;3.271
2016;1;24;14;5.571;10.44;3.14
2016;1;24;15;5.659;17.45;3.117
2016;1;24;16;6.306;19.93;3.194
2016;1;24;17;6.148;12.43;3.148
2016;1;24;18;4.726;7.463;2.909
2016;1;24;19;3.668;2.215;2.782
2016;1;24;20;3.558;8.721;2.798
2016;1;24;21;3.547;13.15;2.68
2016;1;24;22;3.518;8.334;2.715
2016;1;24;23;3.641;10.33;2.716
2016;1;25;0;3.31;11.03;2.724
2016;1;25;1;3.431;14.09;3.007
2016;1;25;2;3.69;20.12;4.48
2016;1;25;3;4.11;23.66;11.691
2016;1;25;4;4.351;23.45;7.38
2016;1;25;5;4.707;26.2;7.53
2016;1;25;6;4.639;22.29;5.776
2016;1;25;7;6.483;18.95;5.021
2016;1;25;8;7.628;15.09;3.514
2016;1;25;9;9.803;20.48;3.139
2016;1;25;10;8.025;28.15;2.951
2016;1;25;11;6.901;24.83;-999
2016;1;25;12;14.812;43.77;4.65
2016;1;25;13;8.532;15.67;4.108
2016;1;25;14;4.741;1.729;4.07
2016;1;25;15;6.476;12.44;8.169
2016;1;25;16;8.025;25.47;9.644
2016;1;25;17;18.015;39.48;7.273
2016;1;25;18;15.935;46.26;7.553
2016;1;25;19;15.462;52.9;4.754
2016;1;25;20;15.857;61.75;3.946
2016;1;25;21;11.244;44.61;3.989
2016;1;25;22;8.282;35.77;4.357
2016;1;25;23;4.283;8.603;3.476
2016;1;26;0;3.739;9.983;3.187
2016;1;26;1;4.253;10.55;3.666
2016;1;26;2;4.818;22.99;4.936
2016;1;26;3;4.508;12.03;3.366
2016;1;26;4;3.891;4.764;3.146
2016;1;26;5;3.965;9.6;3.211
2016;1;26;6;6.811;16.54;3.207
2016;1;26;7;8.765;23.8;3.621
2016;1;26;8;10.099;20.62;4.025
2016;1;26;9;12.005;28.9;4.141
2016;1;26;10;18.168;45.74;3.871
2016;1;26;11;10.064;25.43;4.038
2016;1;26;12;7.709;21.31;-999
2016;1;26;13;11.247;17.46;4.652
2016;1;26;14;10.217;20.6;4.462
2016;1;26;15;9.299;25.18;5.398
2016;1;26;16;11.445;42.26;6.167
2016;1;26;17;16.115;56.9;6.654
2016;1;26;18;17.407;61.34;6.134
2016;1;26;19;15.505;45.47;6.922
2016;1;26;20;10.896;45.21;10.501
2016;1;26;21;8.356;24.15;9.802
2016;1;26;22;10.121;27.98;6.917
2016;1;26;23;7.212;19.62;6.779
2016;1;27;0;5.069;12.85;9.213
2016;1;27;1;4.652;4.081;6.824
2016;1;27;2;5.903;32.3;6.706
2016;1;27;3;6.164;29.17;20.583
2016;1;27;4;8.896;48.77;3.907
2016;1;27;5;9.628;50.37;3.433
2016;1;27;6;7.859;35.43;4.292
2016;1;27;7;8.983;22.11;46.739
2016;1;27;8;11.287;31.62;38.894
2016;1;27;9;-999;83.3;4.165
2016;1;27;10;-999;53.24;6.439
2016;1;27;11;8.635;38.22;5.271
2016;1;27;12;9.26;39.64;5.036
2016;1;27;13;9.824;54.6;-999
2016;1;27;14;14.373;64.73;4.632
2016;1;27;15;12.389;64.6;5.227
2016;1;27;16;16.548;65.41;5.524
2016;1;27;17;13.51;57.93;5.451
2016;1;27;18;11.168;58.74;5.199
2016;1;27;19;11.918;55.23;5.448
2016;1;27;20;7.463;31.02;6.777
2016;1;27;21;7.358;33.18;7.02
2016;1;27;22;3.965;12.3;4.185
2016;1;27;23;3.199;9.403;2.975
2016;1;28;0;3.265;14.06;2.853
2016;1;28;1;2.521;12.08;2.753
2016;1;28;2;2.35;9.683;2.673
2016;1;28;3;2.041;8.876;2.56
2016;1;28;4;1.913;4.325;2.532
2016;1;28;5;2.04;6.433;2.485
2016;1;28;6;1.91;4.246;2.546
2016;1;28;7;1.826;12.93;2.535
2016;1;28;8;1.909;7.271;2.495
2016;1;28;9;2.321;12.42;2.568
2016;1;28;10;2.236;10.21;2.468
2016;1;28;11;2.737;5.83;2.452
2016;1;28;12;2.315;12.25;2.446
2016;1;28;13;1.965;1.612;2.367
2016;1;28;14;2.289;-999;-999
2016;1;28;15;4.711;0.106;2.353
2016;1;28;16;2.38;4.652;2.238
2016;1;28;17;2.568;7.03;2.29
2016;1;28;18;2.735;8.337;2.374
2016;1;28;19;2.465;5.948;2.437
