year;month;day;hour;NO2;PM10;SO2
2016;10;29;9;14.215;38.71;3.334
2016;10;29;10;9.374;29.97;4.317
2016;10;29;11;3.743;15.66;2.516
2016;10;29;12;3.494;17.9;2.242
2016;10;29;13;4.291;31.98;2.334
2016;10;29;14;4.611;18.32;2.247
2016;10;29;15;3.723;15.89;2.089
2016;10;29;16;2.995;14.79;-999
2016;10;29;17;-999;13.46;1.841
2016;10;29;18;1.85;12.45;1.639
2016;10;29;19;1.618;10.65;1.587
2016;10;29;20;2.335;12.98;1.908
2016;10;29;21;2.308;9.848;1.745
2016;10;29;22;2.549;7.592;1.604
2016;10;29;23;3.542;12.76;1.653
2016;10;30;0;3.302;11.86;1.681
2016;10;30;1;2.147;15.02;1.659
2016;10;30;2;1.332;8.796;1.606
2016;10;30;3;0.809;-1.146;1.55
2016;10;30;4;0.506;6.588;1.522
2016;10;30;5;0.087;10.87;1.548
2016;10;30;6;0.289;2.359;1.444
2016;10;30;7;0.476;8.775;1.499
2016;10;30;8;0.857;10.59;1.594
2016;10;30;9;0.963;9.465;1.466
2016;10;30;10;0.097;13.84;1.432
2016;10;30;11;0.197;9.992;1.442
2016;10;30;12;0.446;12.95;1.289
2016;10;30;13;0.178;5.848;1.276
2016;10;30;14;0.376;10.55;1.393
2016;10;30;15;0.33;11.14;1.336
2016;10;30;16;0.723;9.933;1.366
2016;10;30;17;0.776;15.22;-999
2016;10;30;18;-999;9.654;1.529
2016;10;30;19;0.861;8.905;1.515
2016;10;30;20;1.345;18.19;1.497
2016;10;30;21;1.4;8.7;1.467
2016;10;30;22;1.544;10.2;1.547
2016;10;30;23;1.158;6.783;1.552
2016;10;31;0;1.048;9.503;1.575
2016;10;31;1;0.993;7.957;1.565
2016;10;31;2;0.925;9.694;1.588
2016;10;31;3;0.961;5.833;1.61
2016;10;31;4;0.729;7.823;1.567
2016;10;31;5;0.301;-11.15;1.54
2016;10;31;6;0.222;29.83;1.555
2016;10;31;7;0.216;7.236;1.628
2016;10;31;8;0.945;10.92;1.769
2016;10;31;9;0.486;14.78;1.799
2016;10;31;10;0.406;14.18;1.662
2016;10;31;11;0.47;12.55;1.532
2016;10;31;12;-0.177;2.619;1.441
2016;10;31;13;-0.239;-4.202;1.501
2016;10;31;14;0.164;8.03;1.458
2016;10;31;15;0.93;2.996;1.624
2016;10;31;16;2.588;6.546;1.755
2016;10;31;17;1.96;13.6;1.819
2016;10;31;18;1.243;5.999;-999
2016;10;31;19;-999;10.12;1.65
2016;10;31;20;0.923;6.25;1.444
2016;10;31;21;0.483;6.371;1.39
2016;10;31;22;0.204;8.521;1.48
2016;10;31;23;0.241;7.704;1.422
2016;11;1;0;0.157;-12.91;1.412
2016;11;1;1;0.159;8.668;1.412
2016;11;1;2;0.336;10.88;1.348
2016;11;1;3;0.659;11.72;1.429
2016;11;1;4;0.508;16.34;1.374
2016;11;1;5;0.018;4.694;1.345
2016;11;1;6;0.314;-24.81;1.283
2016;11;1;7;0.628;41.69;1.323
2016;11;1;8;0.626;13.11;1.411
2016;11;1;9;2.385;19.93;1.524
2016;11;1;10;1.692;17.53;1.883
2016;11;1;11;0.566;24.09;1.851
2016;11;1;12;0.415;16.78;1.624
2016;11;1;13;0.001;5.738;1.705
2016;11;1;14;0.103;6.651;1.655
2016;11;1;15;-0.364;-1.321;1.66
2016;11;1;16;0.576;0.196;1.496
2016;11;1;17;-0.084;6.288;1.496
2016;11;1;18;0.919;8.412;1.628
2016;11;1;19;1.659;6.227;-999
2016;11;1;20;-999;8.196;2.977
2016;11;1;21;3.173;13.47;3.257
2016;11;1;22;2.776;14.28;3.135
2016;11;1;23;1.896;13.93;2.759
2016;11;2;0;1.759;13.19;4.386
2016;11;2;1;2.494;20.86;8.627
2016;11;2;2;2.172;23.41;6.72
2016;11;2;3;1.998;15.93;7.439
2016;11;2;4;1.655;17.41;5.868
2016;11;2;5;1.96;11.45;5.913
2016;11;2;6;0.919;17.05;3.459
2016;11;2;7;0.499;9.149;2.727
2016;11;2;8;4.228;16.15;2.064
2016;11;2;9;1.779;20.5;1.731
2016;11;2;10;0.556;19.74;1.609
2016;11;2;11;1.224;5.187;1.579
2016;11;2;12;1.8;7.62;1.604
2016;11;2;13;1.622;12.05;1.606
2016;11;2;14;1.751;12.93;1.645
2016;11;2;15;2.116;11.5;1.813
2016;11;2;16;2.481;10.93;1.718
2016;11;2;17;1.673;11.69;1.599
2016;11;2;18;0.829;3.304;1.549
2016;11;2;19;0.793;7.903;1.509
2016;11;2;20;2.819;10.28;-999
2016;11;2;21;-999;10.75;1.453
2016;11;2;22;7.035;5.612;1.486
2016;11;2;23;7.053;2.456;1.449
2016;11;3;0;5.684;-4.28;1.518
2016;11;3;1;3.721;2.819;1.379
2016;11;3;2;1.609;-4.4;1.345
2016;11;3;3;0.666;0.501;1.359
2016;11;3;4;0.863;1.287;1.474
2016;11;3;5;0.585;5.306;1.439
2016;11;3;6;1.004;3.773;1.388
2016;11;3;7;3.107;2.669;1.371
2016;11;3;8;3.983;-1.695;1.334
2016;11;3;9;1.624;1.816;1.329
2016;11;3;10;2.25;3.752;1.355
2016;11;3;11;1.896;5.876;1.328
2016;11;3;12;1.373;-1.61;1.341
2016;11;3;13;1.104;16.2;1.414
2016;11;3;14;1.337;1.854;1.486
2016;11;3;15;0.899;7.637;1.315
2016;11;3;16;1.039;4.69;1.384
2016;11;3;17;3.049;9.02;1.344
2016;11;3;18;2.219;-8.289;1.356
2016;11;3;19;1.202;12.76;1.303
2016;11;3;20;-0.102;8.497;1.307
2016;11;3;21;-0.421;-2.486;-999
2016;11;3;22;-999;3.086;1.231
2016;11;3;23;0.092;1.989;1.227
2016;11;4;0;-0.284;0.43;1.294
2016;11;4;1;-0.505;3.974;1.149
2016;11;4;2;-0.791;-3.225;1.129
2016;11;4;3;-0.944;1.807;1.209
2016;11;4;4;-0.878;5.981;1.146
2016;11;4;5;0.307;1.944;1.184
2016;11;4;6;0.649;0.993;1.152
2016;11;4;7;3.976;12.6;2.552
2016;11;4;8;9.178;19.06;14.683
2016;11;4;9;8.642;20.35;24.422
2016;11;4;10;3.78;18.77;20.596
2016;11;4;11;2.967;15.23;23.606
2016;11;4;12;2.415;99.02;24.229
2016;11;4;13;1.409;-23.98;13.513
2016;11;4;14;1.598;10.61;9.69
2016;11;4;15;1.985;2.16;5.18
2016;11;4;16;5.545;-20.72;4.568
2016;11;4;17;10.077;4.932;4.181
2016;11;4;18;5.473;16.88;4.03
2016;11;4;19;6.166;7.233;7.53
2016;11;4;20;8.551;11.43;19.043
2016;11;4;21;8.727;18.76;20.557
2016;11;4;22;7.874;14.05;-999
2016;11;4;23;-999;22.13;10.911
2016;11;5;0;8.405;17.16;10.385
2016;11;5;1;6.415;37.57;17.797
2016;11;5;2;5.986;15.3;19.744
2016;11;5;3;5.664;14.3;18.796
2016;11;5;4;5.453;18.29;18.945
2016;11;5;5;7.664;-1.823;41.269
2016;11;5;6;10.448;15.4;71.364
2016;11;5;7;12.76;41.71;70.44
2016;11;5;8;11.189;20.74;63.824
2016;11;5;9;11.148;18.68;54.854
2016;11;5;10;8.557;19.93;49.85
2016;11;5;11;8.372;22.08;44.905
2016;11;5;12;6.826;22.83;35.759
2016;11;5;13;6.395;21.9;31.513
2016;11;5;14;7.46;26.41;24.503
2016;11;5;15;8.72;22.43;24.125
2016;11;5;16;10.263;21.24;19.472
2016;11;5;17;9.773;27.35;13.525
2016;11;5;18;7.476;20.3;12.143
2016;11;5;19;6.027;23.99;12.133
2016;11;5;20;4.888;20.92;20.003
2016;11;5;21;3.44;18.55;19.948
2016;11;5;22;4.095;15.98;14.485
2016;11;5;23;4.828;13.26;-999
2016;11;6;0;-999;10.67;10.986
2016;11;6;1;3.256;11.81;9.627
2016;11;6;2;2.589;13.23;10.497
2016;11;6;3;4.289;14.62;16.087
2016;11;6;4;7.143;14.81;14.014
2016;11;6;5;3.798;15.42;11.127
2016;11;6;6;5.7;16.21;9.072
2016;11;6;7;6.232;19.34;9.259
2016;11;6;8;3.634;14.37;5.38
2016;11;6;9;1.993;13.37;3.642
2016;11;6;10;1.92;8.812;3.248
2016;11;6;11;2.039;12.61;2.829
2016;11;6;12;1.507;10.64;2.538
2016;11;6;13;3.008;11.24;3.008
2016;11;6;14;1.628;14.74;2.473
2016;11;6;15;1.823;6.89;2.551
2016;11;6;16;2.258;17.43;2.703
2016;11;6;17;2.463;17.12;2.825
2016;11;6;18;2.397;21.64;2.861
2016;11;6;19;1.509;18.05;1.815
2016;11;6;20;1.425;21.98;1.647
2016;11;6;21;5.792;16.92;5.137
2016;11;6;22;1.71;20.13;2.093
2016;11;6;23;0.995;9.663;1.942
2016;11;7;0;1.783;-7.127;-999
2016;11;7;1;-999;-16.84;1.669
2016;11;7;2;2.578;5.718;1.656
2016;11;7;3;1.914;-14.37;1.619
2016;11;7;4;1.647;-2.822;1.641
2016;11;7;5;1.238;12.73;1.628
2016;11;7;6;0.862;-18.69;1.551
2016;11;7;7;0.991;-12.73;1.517
2016;11;7;8;0.923;3.846;1.573
2016;11;7;9;1.434;5.337;1.883
2016;11;7;10;1.153;12.33;2.362
2016;11;7;11;1.101;7.281;2.327
2016;11;7;12;0.589;1.804;2.134
2016;11;7;13;1.009;3.436;2.119
2016;11;7;14;1.838;2.911;2.289
2016;11;7;15;1.863;0.138;2.183
2016;11;7;16;7.346;-3.314;2.092
2016;11;7;17;4.703;-4.651;1.907
2016;11;7;18;6.231;37.38;1.964
2016;11;7;19;8.713;17.73;1.845
2016;11;7;20;7.887;14.18;1.755
2016;11;7;21;10.848;25.5;1.779
2016;11;7;22;7.823;10.54;1.638
2016;11;7;23;4.223;19.46;1.6
2016;11;8;0;4.715;17.66;1.637
2016;11;8;1;5;16.51;-999
2016;11;8;2;-999;27.22;1.601
2016;11;8;3;2.881;-5.739;1.57
2016;11;8;4;2.608;17.87;1.523
2016;11;8;5;2.523;2.596;1.594
2016;11;8;6;3.194;-13.44;1.607
2016;11;8;7;4.913;12.61;1.654
2016;11;8;8;4.945;7.702;1.474
2016;11;8;9;5.382;9.256;1.508
2016;11;8;10;6.375;44.01;1.485
2016;11;8;11;6.405;8.84;1.503
2016;11;8;12;7.763;11.09;1.503
2016;11;8;13;10.954;10.89;1.305
2016;11;8;14;8.716;4.439;1.227
2016;11;8;15;8.013;9.472;1.263
2016;11;8;16;7.805;7.747;1.317
2016;11;8;17;4.727;-31.84;1.223
2016;11;8;18;3.509;3.002;1.306
2016;11;8;19;2.388;27.98;1.272
2016;11;8;20;2.211;-12.82;1.265
2016;11;8;21;2.317;4.199;1.29
2016;11;8;22;2.308;2.325;1.188
2016;11;8;23;2.554;2.872;1.241
2016;11;9;0;2.888;4.75;1.216
2016;11;9;1;2.721;5.929;1.269
2016;11;9;2;2.938;2.213;-999
2016;11;9;3;-999;2.658;1.276
2016;11;9;4;2.33;4.959;1.32
2016;11;9;5;1.913;-0.422;1.283
2016;11;9;6;2.983;4.142;1.354
2016;11;9;7;2.72;18.87;1.371
2016;11;9;8;2.633;15.72;1.429
2016;11;9;9;3.346;11.17;1.489
2016;11;9;10;3.3;14.95;1.487
2016;11;9;11;3.094;2.484;1.494
2016;11;9;12;3.661;26.63;1.422
2016;11;9;13;4.092;-11.24;1.483
2016;11;9;14;3.478;37.45;1.536
2016;11;9;15;3.773;11.34;1.553
2016;11;9;16;3.09;5.76;1.55
2016;11;9;17;2.595;-12.76;1.385
2016;11;9;18;3.563;7.198;1.273
2016;11;9;19;3.488;10.98;1.24
2016;11;9;20;3.847;11.09;1.211
2016;11;9;21;4.864;9.117;1.225
2016;11;9;22;11.276;16.55;1.613
2016;11;9;23;12.4;12.03;2.36
2016;11;10;0;3.196;4.599;1.274
2016;11;10;1;3.108;13.36;1.229
2016;11;10;2;25.448;21.45;14.475
2016;11;10;3;18.884;14.53;-999
2016;11;10;4;-999;21.59;4.353
2016;11;10;5;6.387;12.53;2.69
2016;11;10;6;3.898;6.319;2.148
2016;11;10;7;15.986;17.42;3.833
2016;11;10;8;11.211;10.1;2.816
2016;11;10;9;7.125;54.86;2.207
2016;11;10;10;5.685;-0.006;2.897
2016;11;10;11;8.906;8.343;4.548
2016;11;10;12;9.187;4.108;8.647
2016;11;10;13;5.346;-28.15;4.095
2016;11;10;14;3.586;21.02;3.213
2016;11;10;15;4.587;4.48;3.591
2016;11;10;16;3.09;5.412;2.397
2016;11;10;17;5.419;-2.539;2.505
2016;11;10;18;7.794;16.83;2.203
2016;11;10;19;12.902;20.5;2.141
2016;11;10;20;14.847;25.41;2.593
2016;11;10;21;8.143;15.95;1.975
2016;11;10;22;19.198;23.64;6.158
2016;11;10;23;16.123;28.25;6.704
2016;11;11;0;8.556;23.03;4.068
2016;11;11;1;2.717;19.74;2.439
2016;11;11;2;1.653;8.706;2.235
2016;11;11;3;18.85;39.21;7.462
2016;11;11;4;13.896;14.8;-999
2016;11;11;5;-999;11.71;7.758
2016;11;11;6;19.016;10.08;13.497
2016;11;11;7;11.68;12.21;15.382
2016;11;11;8;20.262;18.42;34.644
2016;11;11;9;17.948;21.74;64.81
2016;11;11;10;14.927;22.39;58.62
2016;11;11;11;12.889;12.4;43.106
2016;11;11;12;27.461;18.9;44.906
2016;11;11;13;26.498;17.53;39.17
2016;11;11;14;12.686;20.13;21.985
2016;11;11;15;10.409;24.1;18.503
2016;11;11;16;10.052;20.01;18.988
2016;11;11;17;10.382;26.96;12.708
2016;11;11;18;9.407;12.57;5.775
2016;11;11;19;8.883;18.28;4.736
2016;11;11;20;8.994;30.31;3.744
2016;11;11;21;11.042;23.29;3.978
2016;11;11;22;8.348;42.08;3.425
2016;11;11;23;7.981;20.82;3.18
2016;11;12;0;7.479;25.9;2.782
2016;11;12;1;7.14;27.74;2.508
2016;11;12;2;5.74;20.55;2.304
2016;11;12;3;4.724;16.74;2.284
2016;11;12;4;3.812;16.65;2.241
2016;11;12;5;3.308;12.86;-999
2016;11;12;6;-999;11.44;2.159
2016;11;12;7;2.847;10.8;2.108
2016;11;12;8;2.997;4.718;1.986
2016;11;12;9;2.97;6.367;1.819
2016;11;12;10;3.558;5.381;1.767
2016;11;12;11;3.566;6.51;1.816
2016;11;12;12;3.549;-999;1.764
2016;11;12;13;2.965;-999;1.718
2016;11;12;14;4.064;-999;1.617
2016;11;12;15;7.487;9.492;1.495
2016;11;12;16;10.109;-999;1.437
2016;11;12;17;11.04;7.844;1.42
2016;11;12;18;10.194;-999;1.402
2016;11;12;19;8.755;-999;1.397
2016;11;12;20;7.791;18.92;1.324
2016;11;12;21;7.05;7.371;1.378
2016;11;12;22;5.911;7.739;1.307
2016;11;12;23;5.151;-999;1.308
2016;11;13;0;3.71;43.31;1.312
2016;11;13;1;2.651;-999;1.299
2016;11;13;2;2.261;40.87;1.236
2016;11;13;3;2.281;24.62;1.419
2016;11;13;4;1.798;6.618;1.342
2016;11;13;5;1.374;4.59;1.299
2016;11;13;6;0.943;-999;-999
2016;11;13;7;-999;-999;1.405
2016;11;13;8;1.448;9.095;1.499
2016;11;13;9;1.225;7.325;1.569
2016;11;13;10;1.242;7.562;1.648
2016;11;13;11;0.93;10.2;1.797
2016;11;13;12;1.021;10.78;1.785
2016;11;13;13;1.209;0.329;1.865
2016;11;13;14;1.404;22.28;1.928
2016;11;13;15;1.626;-999;1.913
2016;11;13;16;1.91;-999;1.931
2016;11;13;17;2.429;11.82;1.778
2016;11;13;18;2.233;10.55;1.8
2016;11;13;19;2.75;14.14;1.731
2016;11;13;20;2.214;12.42;1.602
2016;11;13;21;1.682;9.703;1.568
2016;11;13;22;1.376;6.526;1.628
2016;11;13;23;0.913;5.453;1.532
2016;11;14;0;1.13;2.499;1.611
2016;11;14;1;1.279;5.638;1.512
2016;11;14;2;1.299;12.75;1.478
2016;11;14;3;1.596;6.822;1.451
2016;11;14;4;1.838;1.929;1.437
2016;11;14;5;1.651;6.103;1.403
2016;11;14;6;2.095;5.55;1.226
2016;11;14;7;4.586;18.99;-999
2016;11;14;8;-999;15.05;1.332
2016;11;14;9;3.528;15.18;1.997
2016;11;14;10;2.651;12.35;2.542
2016;11;14;11;2.141;15.84;2.672
2016;11;14;12;2.682;12.08;3.283
2016;11;14;13;2.611;13.58;3.376
2016;11;14;14;2.611;14.02;3.507
2016;11;14;15;4.234;13.1;2.986
2016;11;14;16;5.523;18.01;2.627
2016;11;14;17;4.151;15.89;1.996
2016;11;14;18;12.597;19.32;2.58
2016;11;14;19;22.225;15.52;3.706
2016;11;14;20;5.519;16.91;1.577
2016;11;14;21;3.971;7.55;1.367
2016;11;14;22;1.53;10.46;1.38
2016;11;14;23;0.226;15.56;1.323
2016;11;15;0;0.05;6.826;1.367
2016;11;15;1;-0.142;9.738;1.326
2016;11;15;2;0.084;14.1;1.296
2016;11;15;3;0.08;13.78;1.289
2016;11;15;4;1.768;9.209;1.595
2016;11;15;5;1.546;7.957;1.401
2016;11;15;6;0.867;13.88;1.395
2016;11;15;7;0.837;5.8;1.419
2016;11;15;8;-0.41;7.543;-999
2016;11;15;9;-999;14.02;1.357
2016;11;15;10;2.061;12.92;1.779
2016;11;15;11;5.258;13.44;2.009
2016;11;15;12;5.456;15.18;2.005
2016;11;15;13;6.936;18.03;2.534
2016;11;15;14;7.316;19.35;2.079
2016;11;15;15;12.298;0.621;2.007
2016;11;15;16;14.879;25.23;1.951
2016;11;15;17;13.821;23.94;1.755
2016;11;15;18;9.09;17.26;2.014
2016;11;15;19;10.427;17.24;2.052
2016;11;15;20;16.418;21.73;1.507
2016;11;15;21;8.858;9.819;1.362
2016;11;15;22;15.256;33.53;2.112
2016;11;15;23;23.065;35.53;3.475
2016;11;16;0;7.346;15.12;2.102
2016;11;16;1;6.692;12.09;1.827
2016;11;16;2;9.312;14.7;2.139
2016;11;16;3;10.904;24.02;3.099
2016;11;16;4;9.728;17.18;2.465
2016;11;16;5;12.028;-999;2.732
2016;11;16;6;11.369;21.28;7.164
2016;11;16;7;21.385;14.98;14.072
2016;11;16;8;19.636;6.493;17.156
2016;11;16;9;14.684;25.38;-999
2016;11;16;10;-999;25.38;20.328
2016;11;16;11;17.959;35.52;44.357
2016;11;16;12;17.738;28.89;33.363
2016;11;16;13;21.549;32.98;27.543
2016;11;16;14;8.897;23.25;11.988
2016;11;16;15;10.708;24.86;11.011
2016;11;16;16;17.092;32.44;16.478
2016;11;16;17;20.34;40.46;24.116
2016;11;16;18;19.093;35.41;25.775
2016;11;16;19;14.621;32.65;16.364
2016;11;16;20;20.78;34.77;12.789
2016;11;16;21;48.386;48.16;23.01
2016;11;16;22;41.47;56.4;20.34
2016;11;16;23;27.867;28.46;16.611
2016;11;17;0;13.422;20.66;6.592
2016;11;17;1;12.361;35.16;6.413
2016;11;17;2;11.577;37.96;4.732
2016;11;17;3;8.577;40.32;3.951
2016;11;17;4;8.868;36.98;3.819
2016;11;17;5;26.144;19.61;38.592
2016;11;17;6;8.837;47.75;10.354
2016;11;17;7;8.964;32.97;3.539
2016;11;17;8;12.249;44.06;3.92
2016;11;17;9;25.171;48.87;16.024
2016;11;17;10;27.361;45.55;-999
2016;11;17;11;-999;33.2;20.114
2016;11;17;12;18.499;42.74;19.844
2016;11;17;13;8.294;6.481;11.344
2016;11;17;14;17.497;22.46;28.047
2016;11;17;15;18.203;21.81;28.598
2016;11;17;16;12.389;36.73;22.948
2016;11;17;17;8.89;23.72;16.013
2016;11;17;18;19.701;35.26;27.084
2016;11;17;19;26.248;47.2;18.745
2016;11;17;20;29.411;41.03;18.447
2016;11;17;21;70.116;48.49;24.607
2016;11;17;22;82.625;50.3;65.106
2016;11;17;23;48.763;49.8;29.366
2016;11;18;0;11.002;40.1;13.268
2016;11;18;1;4.422;0.962;11.276
2016;11;18;2;2.544;30.46;8.088
2016;11;18;3;1.531;10.53;8.812
2016;11;18;4;-999;-999;-999
2016;11;18;5;3.447;24.4;25.299
2016;11;18;6;46.699;30.87;61.867
2016;11;18;7;21.424;34.56;24.571
2016;11;18;8;14.475;22.01;29.269
2016;11;18;9;52.537;28.2;80.858
2016;11;18;10;24.493;24.44;46.833
2016;11;18;11;15.118;32.7;-999
2016;11;18;12;-999;30.98;27.234
2016;11;18;13;17.117;24.6;31.925
2016;11;18;14;11.441;22.08;24.857
2016;11;18;15;8.047;20.92;13.871
2016;11;18;16;15.368;9.602;18.292
2016;11;18;17;-999;-999;-999
2016;11;18;18;22.61;62.36;17.145
2016;11;18;19;33.822;50.51;22.165
2016;11;18;20;23.691;39.91;16.279
2016;11;18;21;9.777;41.01;12.437
2016;11;18;22;10.328;27.74;12.282
2016;11;18;23;20.166;28.8;21.367
2016;11;19;0;5.458;23.13;15.465
2016;11;19;1;9.933;25.11;21.612
2016;11;19;2;29.33;23.85;42.735
2016;11;19;3;32.253;24.91;57.319
2016;11;19;4;17.012;21.92;46.744
2016;11;19;5;36.122;21.03;49.121
2016;11;19;6;28.017;16.77;46.812
2016;11;19;7;12.563;30.25;20.177
2016;11;19;8;39.91;26.49;46.729
2016;11;19;9;54.524;33.6;76.023
2016;11;19;10;23.082;15.56;34.219
2016;11;19;11;4.194;26.4;17.483
2016;11;19;12;18.195;11.78;-999
2016;11;19;13;-999;21.39;23.298
2016;11;19;14;37.781;10.55;34.019
2016;11;19;15;4.407;15.67;9.825
2016;11;19;16;6.95;16.69;13.276
2016;11;19;17;6.644;16.34;12.598
2016;11;19;18;8.365;17.23;15.335
2016;11;19;19;22.667;18.76;37.066
2016;11;19;20;64.712;20;75.675
2016;11;19;21;12.732;18.26;34.375
2016;11;19;22;4.336;24.08;18.92
2016;11;19;23;9.338;23.87;15.418
2016;11;20;0;5.81;20.23;16.436
2016;11;20;1;2.902;12.79;15.774
2016;11;20;2;4.669;26.72;13.794
2016;11;20;3;21.293;13.82;24.753
2016;11;20;4;16.621;16.22;30.069
2016;11;20;5;1.512;11.73;14.084
2016;11;20;6;3.914;15.87;13.66
2016;11;20;7;15.146;20.59;17.577
2016;11;20;8;20.057;29.39;21.449
2016;11;20;9;37.867;24.17;37.68
2016;11;20;10;15.525;14.96;25.876
2016;11;20;11;16.783;15.19;27.22
2016;11;20;12;10.972;15.53;24.374
2016;11;20;13;8.426;0.989;-999
2016;11;20;14;-999;8.709;18.233
2016;11;20;15;3.77;11.76;12.783
2016;11;20;16;12.179;27.79;10.248
2016;11;20;17;15.127;16.36;14.014
2016;11;20;18;40.45;31.79;21.187
2016;11;20;19;60.445;32.51;30.223
2016;11;20;20;77.805;27.7;45.862
2016;11;20;21;72.423;62.46;40.025
2016;11;20;22;57.164;36.98;31.602
2016;11;20;23;41.613;44.31;32.512
2016;11;21;0;21.964;25.13;15.324
2016;11;21;1;7.588;32.56;9.766
2016;11;21;2;29.548;34.65;19.899
2016;11;21;3;35.732;42.77;15.302
2016;11;21;4;51.676;35.41;22.15
2016;11;21;5;47.279;37.74;22.594
2016;11;21;6;46.609;38.07;23.724
2016;11;21;7;49.47;42.4;22.204
2016;11;21;8;27.452;36.57;13.997
2016;11;21;9;7.198;25.53;10.658
2016;11;21;10;7.47;11.37;17.17
2016;11;21;11;3.483;24.15;23.427
2016;11;21;12;3.558;15.09;21.552
2016;11;21;13;5.189;17.6;15.402
2016;11;21;14;8.633;20.66;-999
2016;11;21;15;-999;16.78;19.828
2016;11;21;16;21.39;29.9;12.585
2016;11;21;17;19.241;30.49;8.67
2016;11;21;18;15.149;28.27;8.218
2016;11;21;19;59.361;23.18;27.507
2016;11;21;20;55.529;-999;32.171
2016;11;21;21;18.43;49.03;16.702
2016;11;21;22;11.095;27.14;11.027
2016;11;21;23;9.201;22.86;8.197
2016;11;22;0;5.414;23.27;6.328
2016;11;22;1;4.431;26.16;6.071
2016;11;22;2;4.543;15.49;5.943
2016;11;22;3;4.372;24.35;6.474
2016;11;22;4;4.06;22.13;6
2016;11;22;5;5.226;28.18;6.013
2016;11;22;6;14.943;23.72;6.723
2016;11;22;7;9.346;23.98;6.182
2016;11;22;8;10.719;30.28;9.454
2016;11;22;9;7.485;29.88;15.124
2016;11;22;10;14.822;36.93;33.633
2016;11;22;11;8.318;32.11;40.523
2016;11;22;12;8.873;29.19;47.591
2016;11;22;13;10.843;30.58;27.715
2016;11;22;14;17.253;34.74;16.154
2016;11;22;15;21.654;35.73;-999
2016;11;22;16;-999;38;16.39
2016;11;22;17;23.487;33.52;17.297
2016;11;22;18;34.345;51.81;10.874
2016;11;22;19;35.896;36.91;14.648
2016;11;22;20;39.918;37.9;22.923
2016;11;22;21;20.158;39.05;21.121
2016;11;22;22;11.837;35.99;18.068
2016;11;22;23;11.485;38.14;16.76
2016;11;23;0;12.752;43.86;17.625
2016;11;23;1;41.637;44.27;22.81
2016;11;23;2;39.826;44.12;22.024
2016;11;23;3;13.052;37.03;11.292
2016;11;23;4;17.839;33.12;11.695
2016;11;23;5;31.99;39.57;17.802
2016;11;23;6;22.973;27.83;18.054
2016;11;23;7;33.519;32.03;21.003
2016;11;23;8;22.219;42.02;20.258
2016;11;23;9;8.736;31.18;17.319
2016;11;23;10;8.751;36.84;23.81
2016;11;23;11;11.356;29.12;33.645
2016;11;23;12;14.796;38.19;15.173
2016;11;23;13;11.885;29.5;14.831
2016;11;23;14;12.848;30.56;20.318
2016;11;23;15;14.514;36.58;27.288
2016;11;23;16;18.576;41;-999
2016;11;23;17;-999;52.11;12.401
2016;11;23;18;27.663;46.04;9.962
2016;11;23;19;33.063;51.04;6.427
2016;11;23;20;29.155;29.99;7.865
2016;11;23;21;40.946;52.27;26.752
2016;11;23;22;19.44;45.39;26.669
2016;11;23;23;14.157;36.22;21.49
2016;11;24;0;17.807;41.93;17.697
2016;11;24;1;21.968;45.71;16.087
2016;11;24;2;21.451;38.48;10.802
2016;11;24;3;20.731;39.84;7.12
2016;11;24;4;17.043;47.32;4.311
2016;11;24;5;10.806;33.44;3.478
2016;11;24;6;13.48;46.27;3.019
2016;11;24;7;16.408;46.72;2.936
2016;11;24;8;12.462;41.54;3.226
2016;11;24;9;19.29;52.69;4.647
2016;11;24;10;23.372;51.63;5.728
2016;11;24;11;17.171;50.85;8.101
2016;11;24;12;18.257;-999;11.564
2016;11;24;13;21.379;80.24;17.904
2016;11;24;14;29.84;87.16;16.732
2016;11;24;15;32.112;67.61;12.141
2016;11;24;16;33.046;86.25;8.226
2016;11;24;17;30.359;65.86;-999
2016;11;24;18;-999;73.51;6.291
2016;11;24;19;38.039;60.05;5.681
2016;11;24;20;41.461;66.95;5.957
2016;11;24;21;28.556;65.22;7.203
2016;11;24;22;27.862;57.76;5.333
2016;11;24;23;22.452;58.85;4.076
2016;11;25;0;17.952;57.05;3.433
2016;11;25;1;19.43;62.04;4.797
2016;11;25;2;21.263;60.4;4.352
2016;11;25;3;29.229;73.53;3.821
2016;11;25;4;27.944;87.07;3.851
2016;11;25;5;19.923;86.14;3.117
2016;11;25;6;18.637;78.7;2.796
2016;11;25;7;18.435;76.87;2.737
2016;11;25;8;19.335;78.56;3.507
2016;11;25;9;21.562;84.15;4.231
2016;11;25;10;33.171;95.04;4.309
2016;11;25;11;43.389;111.7;4.677
2016;11;25;12;36.784;97.86;4.87
2016;11;25;13;33.635;76.85;4.94
2016;11;25;14;31.914;73.55;4.842
2016;11;25;15;34.935;77.96;5.062
2016;11;25;16;39.632;82.3;4.367
2016;11;25;17;39.538;76.1;3.527
2016;11;25;18;38.822;94.77;-999
2016;11;25;19;-999;75.27;3.59
2016;11;25;20;25.948;72.96;3.582
2016;11;25;21;22.823;66.5;3.216
2016;11;25;22;19.384;59.96;2.95
2016;11;25;23;21.058;57.14;2.763
2016;11;26;0;23.762;51.15;2.622
2016;11;26;1;22.087;56.63;2.602
2016;11;26;2;19.459;43.22;2.639
2016;11;26;3;18.441;44.7;2.6
