year;month;day;hour;NO2;O3;SO2;NO;PM10;PM25
2016;1;1;0;49.7593553359409;2.07317629730142;13.9644139757122;11.1107975134022;19.7901890430785;15.8909987391098
2016;1;1;1;48.3634139747115;1.1221681361917;13.375095084686;10.1260036653815;19.4524751861991;15.5268971013811
2016;1;1;2;45.5288477409702;2.6414890275106;12.1201953012248;5.93113975777382;18.2349673139015;14.6453507099409
2016;1;1;3;41.4797085568352;4.34313829345001;11.0867096411062;3.40420819823602;17.6179764110884;14.3006850805705
2016;1;1;4;36.245647655974;5.42173950179858;10.3925444150231;2.45212910658339;17.5313719097403;14.3991911727426
2016;1;1;5;34.2801954233103;5.8195288588081;10.3001582224303;2.4294160476629;17.7264478651296;14.6966980807406
2016;1;1;6;38.2149005450493;4.00997146599025;10.7189599919071;4.19945762841185;18.7771025395023;15.8385926596338
2016;1;1;7;40.8217194910102;1.69016189932591;11.5198855149936;12.0582911901586;22.0797868877298;18.8530684397392
2016;1;1;8;40.3927479949119;1.10635778316492;12.0964346520645;24.5621777281358;26.2790784688605;22.4373479795759
2016;1;1;9;45.2969159950136;5.50807177646107;17.3832729118863;30.6177981278303;28.7511401353413;24.5717561853098
2016;1;1;10;39.7905494404521;13.0499930861561;17.5320052685204;29.2742211740632;28.3013079638295;24.0773996296184
2016;1;1;11;25.8335473259705;35.7826941410622;13.9460762187342;11.3240378559374;19.8706811005422;16.7835381148507
2016;1;1;12;22.9723323431623;40.6652276296882;12.9145433001834;10.504012179315;17.5582162142973;14.6391405664303
2016;1;1;13;23.9551994132396;40.972508941195;13.3472275485512;11.0062737532923;16.5195519485906;13.5695188419049
2016;1;1;14;25.8520275507567;36.1395002812515;15.8122191396775;12.3257502846535;17.6194880907588;14.1632732209018
2016;1;1;15;28.6671761323931;34.9390703036079;17.6556321988096;10.7579858017193;19.1478548572377;14.9685011052725
2016;1;1;16;34.7945950785378;26.4145256778647;18.0737390624946;10.65578880328;19.4189091473618;15.1938213122094
2016;1;1;17;45.8416835403006;11.6237561798016;18.0992685627611;17.9692016323421;19.5685299075876;15.7559441049671
2016;1;1;18;43.5092556841764;1.27076082989674;12.6045315030425;30.0606533292601;20.1497094565184;16.4247104805781
2016;1;1;19;37.2296202789216;0.612285278034364;10.8816842860403;28.060679299703;19.0451174830741;15.9065312033135
2016;1;1;20;34.9732463087398;0.656366516693652;10.6468323984943;23.0878990074198;18.7170403620485;15.7976494108425
2016;1;1;21;40.6747675693783;0.292301766124936;14.4122460444802;28.7467783021967;21.8442082200454;18.4269950409544
2016;1;1;22;43.2413722419578;0.193420016114665;17.7430064381087;32.4471045764608;24.9219365144882;21.1498072388849
2016;1;1;23;43.1494602105409;0.261602628448543;16.7744778943582;29.0035371723885;25.1741116841231;21.4166355760881
2016;1;2;0;41.2573616655647;0.0756395501788631;15.5021673119599;29.6632743306147;25.761782040945;21.8563336318311
2016;1;2;1;39.0244607395838;0.123419663378144;13.6816479898122;25.6107022538603;25.0063010298618;21.4831601397236
2016;1;2;2;37.0669324849437;0.167218641711209;12.3127248615943;21.7875770071647;24.8969431737578;21.6842757083668
2016;1;2;3;35.948948513133;0.265137772847979;11.2641739441399;17.9975214559687;24.8590694695849;21.9193907469162
2016;1;2;4;35.0244345954063;0.549359557844298;10.3618809932996;13.8648483107374;23.8405650776485;21.1514681325298
2016;1;2;5;35.3676722495541;1.18683751715309;9.82886448287151;8.985170601454;21.7538342894841;19.29774740006
2016;1;2;6;31.9726637347441;8.64015969881393;8.14047358473167;2.56155058372711;18.7475865942588;16.6851172878069
2016;1;2;7;34.1742321715405;9.3252774391317;9.37775491063925;4.62925264760397;21.1281072637348;18.7882314151011
2016;1;2;8;43.9531478984305;3.1286448987089;12.3984153147626;14.0315855360387;25.7943071346745;22.7731895563466
2016;1;2;9;50.4377164635685;6.29547880492964;17.1945887887874;20.555033430404;27.6828533429807;24.4180480279965
2016;1;2;10;44.7606294497801;16.5516098604712;15.2018003818835;16.140397968004;23.5011192728507;20.4835561845584
2016;1;2;11;40.8107760460072;23.1835901587374;13.952591195086;13.6694114049542;21.2809219135579;18.2571007201204
2016;1;2;12;37.8988448866677;27.4282161427664;13.5590718621604;12.8624271112126;20.0998417909659;16.85760864234
2016;1;2;13;23.5531212124651;45.6208013588366;11.4289635658378;5.23525694948352;15.2217509707953;12.3160370790742
2016;1;2;14;22.8657509327983;44.7458532448763;11.6099430538847;4.89494230684943;13.8090952006564;11.4293063901982
2016;1;2;15;23.3559982486665;42.8537774155302;11.2159908903489;4.52121410412808;12.9125146131059;10.8591180492112
2016;1;2;16;25.3544727172213;37.4188466878422;10.7605029737942;4.21561732598749;13.3006237135191;11.4598455169812
2016;1;2;17;29.39013638365;29.6237843144809;10.3543665034868;3.73314789998065;12.4518173549859;11.3194715822829
2016;1;2;18;41.2299894671541;6.01370686581504;10.1195815420611;13.1583455685871;14.8366989805027;13.4826017017531
2016;1;2;19;42.8180287062474;6.97396096427383;12.5237047649387;11.195166711093;14.6549536950147;13.4848523458686
2016;1;2;20;39.6436077082475;8.75146177747865;12.1677678887216;8.61318885430356;13.3824888948197;12.5503545334027
2016;1;2;21;34.383200344665;13.591451519801;10.6874046388973;5.12439522790736;11.4804086237541;10.8401048137807
2016;1;2;22;16.0514474030251;35.3638007766222;6.94329101256251;1.47476032494327;6.46540110338378;6.11041972575777
2016;1;2;23;14.1005796374138;38.1807865323935;8.17106320007945;1.23347480746977;6.75356570667418;6.40885744473962
2016;1;3;0;11.0841881668426;46.3099425473956;6.83164823616172;0.726063086073986;7.72576935759162;7.44724681922548
2016;1;3;1;8.56811031726909;51.7345704054151;6.76792581289256;0.458954812364606;8.25845525298519;8.02821276124632
